"item","type","word1","word2","word3","word4"
14,"leg","climb","stamp","wander","kneel"
15,"leg","sprint","slide","crawl","trot"
4,"arm","grip","catch","seize","grasp"
1,"arm","braid","pat","peel","pull"
18,"leg","skate","stray","leap","slip"
11,"leg","skip","pace","dance","strut"
8,"arm","click","grab","wipe","clap"
7,"arm","scrub","dig","knock","nip"
12,"leg","step","walk","jump","stroll"
10,"leg","mount","hop","limp","stride"
9,"arm","scrape","whip","toss","throw"
3,"arm","brush","lift","fold","bind"
16,"leg","stomp","creep","stumble","glide"
17,"leg","run","jog","kick","flee"
5,"arm","scratch","stab","hack","clean"
2,"arm","chop","switch","dunk","rub"
13,"leg","tread","tiptoe","wade","hike"
6,"arm","carve","wash","stir","bash"
