"item","type","word1","word2","word3","word4"
18,"leg","slip","leap","skate","stray"
17,"leg","jog","flee","run","kick"
13,"leg","tiptoe","hike","wade","tread"
8,"arm","clap","wipe","grab","click"
6,"arm","stir","wash","bash","carve"
14,"leg","climb","kneel","stamp","wander"
7,"arm","scrub","knock","dig","nip"
4,"arm","grasp","grip","catch","seize"
12,"leg","walk","step","jump","stroll"
1,"arm","braid","pull","peel","pat"
11,"leg","pace","strut","skip","dance"
9,"arm","toss","throw","scrape","whip"
3,"arm","fold","bind","brush","lift"
10,"leg","stride","mount","limp","hop"
2,"arm","dunk","rub","switch","chop"
5,"arm","clean","scratch","hack","stab"
15,"leg","trot","crawl","slide","sprint"
16,"leg","stomp","creep","glide","stumble"
