"item","type","word1","word2","word3","word4"
12,"leg","jump","stroll","walk","step"
3,"arm","brush","lift","bind","fold"
9,"arm","toss","scrape","throw","whip"
6,"arm","carve","wash","bash","stir"
15,"leg","trot","sprint","slide","crawl"
16,"leg","stumble","stomp","creep","glide"
2,"arm","rub","chop","dunk","switch"
7,"arm","knock","scrub","dig","nip"
14,"leg","stamp","wander","climb","kneel"
5,"arm","stab","clean","hack","scratch"
13,"leg","tread","wade","tiptoe","hike"
10,"leg","hop","stride","mount","limp"
11,"leg","pace","skip","strut","dance"
1,"arm","pull","pat","peel","braid"
18,"leg","stray","leap","slip","skate"
8,"arm","clap","grab","click","wipe"
4,"arm","catch","grasp","grip","seize"
17,"leg","run","jog","kick","flee"
