"item","type","word1","word2","word3","word4"
1,"arm","pull","pat","braid","peel"
11,"leg","pace","dance","strut","skip"
14,"leg","wander","stamp","climb","kneel"
4,"arm","grip","seize","grasp","catch"
8,"arm","click","wipe","clap","grab"
13,"leg","tread","hike","wade","tiptoe"
6,"arm","carve","stir","bash","wash"
7,"arm","scrub","nip","dig","knock"
17,"leg","flee","kick","jog","run"
15,"leg","slide","sprint","trot","crawl"
12,"leg","stroll","step","walk","jump"
3,"arm","fold","lift","brush","bind"
2,"arm","rub","dunk","switch","chop"
16,"leg","glide","creep","stomp","stumble"
9,"arm","whip","scrape","toss","throw"
10,"leg","mount","limp","hop","stride"
18,"leg","stray","leap","skate","slip"
5,"arm","stab","clean","scratch","hack"
