"item","type","word1","word2","word3","word4"
14,"leg","stamp","kneel","wander","climb"
16,"leg","glide","stumble","stomp","creep"
1,"arm","pat","pull","peel","braid"
6,"arm","stir","wash","bash","carve"
2,"arm","rub","dunk","chop","switch"
13,"leg","tread","tiptoe","hike","wade"
8,"arm","grab","clap","click","wipe"
11,"leg","skip","pace","strut","dance"
5,"arm","stab","scratch","clean","hack"
17,"leg","flee","run","kick","jog"
7,"arm","nip","knock","dig","scrub"
12,"leg","jump","step","stroll","walk"
10,"leg","limp","mount","hop","stride"
9,"arm","scrape","whip","toss","throw"
3,"arm","fold","brush","lift","bind"
15,"leg","slide","trot","sprint","crawl"
18,"leg","stray","slip","skate","leap"
4,"arm","grip","catch","seize","grasp"
