"item","type","word1","word2","word3","word4"
10,"leg","limp","stride","hop","mount"
12,"leg","walk","step","jump","stroll"
14,"leg","wander","kneel","climb","stamp"
5,"arm","stab","scratch","hack","clean"
2,"arm","rub","chop","switch","dunk"
13,"leg","tiptoe","tread","wade","hike"
7,"arm","knock","scrub","dig","nip"
8,"arm","clap","grab","wipe","click"
15,"leg","slide","sprint","crawl","trot"
4,"arm","grip","grasp","catch","seize"
11,"leg","skip","strut","pace","dance"
1,"arm","braid","pull","peel","pat"
17,"leg","jog","flee","run","kick"
16,"leg","stumble","creep","glide","stomp"
6,"arm","wash","carve","stir","bash"
18,"leg","slip","skate","leap","stray"
9,"arm","throw","toss","scrape","whip"
3,"arm","fold","lift","bind","brush"
