"item","type","word1","word2","word3","word4"
9,"arm","toss","whip","throw","scrape"
3,"arm","brush","fold","lift","bind"
14,"leg","climb","kneel","stamp","wander"
1,"arm","peel","pat","braid","pull"
6,"arm","carve","bash","stir","wash"
15,"leg","sprint","trot","crawl","slide"
5,"arm","hack","clean","scratch","stab"
12,"leg","jump","step","walk","stroll"
16,"leg","glide","creep","stomp","stumble"
8,"arm","grab","wipe","clap","click"
2,"arm","rub","dunk","chop","switch"
10,"leg","stride","hop","limp","mount"
4,"arm","grasp","grip","seize","catch"
18,"leg","slip","leap","skate","stray"
13,"leg","wade","tread","hike","tiptoe"
11,"leg","skip","dance","strut","pace"
7,"arm","knock","dig","nip","scrub"
17,"leg","kick","flee","jog","run"
