"item","type","word1","word2","word3","word4"
18,"leg","skate","leap","slip","stray"
13,"leg","hike","wade","tiptoe","tread"
9,"arm","toss","throw","whip","scrape"
1,"arm","pat","pull","peel","braid"
2,"arm","rub","switch","chop","dunk"
16,"leg","glide","creep","stomp","stumble"
3,"arm","bind","fold","lift","brush"
6,"arm","stir","bash","carve","wash"
12,"leg","jump","step","stroll","walk"
5,"arm","hack","stab","scratch","clean"
4,"arm","grasp","catch","grip","seize"
14,"leg","kneel","climb","stamp","wander"
17,"leg","run","flee","kick","jog"
7,"arm","scrub","nip","dig","knock"
11,"leg","strut","dance","skip","pace"
8,"arm","click","grab","clap","wipe"
15,"leg","crawl","slide","trot","sprint"
10,"leg","stride","hop","limp","mount"
