"item","type","word1","word2","word3","word4"
5,"arm","hack","clean","scratch","stab"
6,"arm","bash","carve","stir","wash"
17,"leg","flee","run","jog","kick"
7,"arm","knock","dig","scrub","nip"
14,"leg","stamp","climb","wander","kneel"
10,"leg","stride","hop","mount","limp"
11,"leg","skip","strut","pace","dance"
9,"arm","toss","throw","whip","scrape"
15,"leg","crawl","sprint","trot","slide"
18,"leg","skate","slip","leap","stray"
8,"arm","clap","wipe","grab","click"
4,"arm","catch","grasp","seize","grip"
16,"leg","stomp","creep","stumble","glide"
2,"arm","chop","dunk","rub","switch"
13,"leg","hike","wade","tiptoe","tread"
12,"leg","walk","step","jump","stroll"
1,"arm","braid","pull","peel","pat"
3,"arm","bind","brush","fold","lift"
