"item","type","word1","word2","word3","word4"
1,"arm","peel","pat","pull","braid"
15,"leg","slide","trot","crawl","sprint"
14,"leg","climb","wander","kneel","stamp"
4,"arm","seize","grasp","catch","grip"
18,"leg","stray","slip","leap","skate"
10,"leg","mount","stride","limp","hop"
6,"arm","wash","bash","carve","stir"
17,"leg","kick","jog","run","flee"
13,"leg","tiptoe","tread","hike","wade"
5,"arm","scratch","stab","hack","clean"
3,"arm","bind","lift","fold","brush"
8,"arm","wipe","click","grab","clap"
16,"leg","glide","creep","stumble","stomp"
7,"arm","dig","knock","scrub","nip"
2,"arm","chop","switch","dunk","rub"
12,"leg","step","jump","stroll","walk"
11,"leg","pace","skip","dance","strut"
9,"arm","whip","scrape","toss","throw"
