"item","type","word1","word2","word3","word4"
5,"arm","stab","scratch","hack","clean"
16,"leg","stumble","creep","stomp","glide"
8,"arm","grab","clap","click","wipe"
3,"arm","lift","bind","brush","fold"
18,"leg","leap","skate","slip","stray"
13,"leg","wade","hike","tread","tiptoe"
7,"arm","dig","scrub","knock","nip"
17,"leg","run","flee","kick","jog"
1,"arm","pull","pat","braid","peel"
15,"leg","sprint","crawl","slide","trot"
2,"arm","chop","rub","switch","dunk"
11,"leg","skip","dance","strut","pace"
4,"arm","catch","seize","grasp","grip"
12,"leg","jump","walk","stroll","step"
14,"leg","stamp","climb","kneel","wander"
10,"leg","mount","stride","hop","limp"
9,"arm","scrape","whip","throw","toss"
6,"arm","carve","wash","stir","bash"
