"item","type","word1","word2","word3","word4"
7,"arm","scrub","nip","knock","dig"
18,"leg","leap","slip","stray","skate"
15,"leg","crawl","sprint","slide","trot"
14,"leg","climb","stamp","kneel","wander"
5,"arm","stab","clean","hack","scratch"
10,"leg","limp","mount","stride","hop"
16,"leg","creep","stomp","glide","stumble"
8,"arm","grab","clap","wipe","click"
6,"arm","bash","carve","wash","stir"
11,"leg","pace","dance","skip","strut"
2,"arm","dunk","switch","chop","rub"
3,"arm","lift","brush","bind","fold"
12,"leg","walk","step","jump","stroll"
13,"leg","hike","wade","tiptoe","tread"
4,"arm","grasp","grip","seize","catch"
1,"arm","peel","braid","pull","pat"
17,"leg","kick","jog","run","flee"
9,"arm","whip","toss","throw","scrape"
