"item","type","word1","word2","word3","word4"
10,"leg","stride","limp","hop","mount"
9,"arm","whip","scrape","toss","throw"
14,"leg","kneel","wander","stamp","climb"
12,"leg","stroll","jump","walk","step"
1,"arm","braid","pull","pat","peel"
5,"arm","scratch","hack","clean","stab"
16,"leg","stomp","glide","stumble","creep"
15,"leg","crawl","slide","sprint","trot"
8,"arm","grab","click","wipe","clap"
13,"leg","tiptoe","wade","tread","hike"
2,"arm","switch","chop","dunk","rub"
18,"leg","stray","leap","skate","slip"
11,"leg","strut","skip","dance","pace"
7,"arm","knock","nip","scrub","dig"
6,"arm","carve","bash","stir","wash"
17,"leg","jog","flee","kick","run"
3,"arm","brush","bind","lift","fold"
4,"arm","grip","grasp","seize","catch"
