"item","type","word1","word2","word3","word4"
17,"leg","flee","jog","run","kick"
11,"leg","pace","dance","strut","skip"
13,"leg","tread","hike","tiptoe","wade"
4,"arm","catch","grip","seize","grasp"
5,"arm","stab","hack","clean","scratch"
9,"arm","toss","whip","throw","scrape"
14,"leg","wander","climb","stamp","kneel"
3,"arm","bind","lift","fold","brush"
18,"leg","slip","leap","skate","stray"
15,"leg","trot","crawl","sprint","slide"
7,"arm","knock","scrub","dig","nip"
6,"arm","stir","wash","bash","carve"
16,"leg","stumble","creep","glide","stomp"
12,"leg","stroll","step","jump","walk"
2,"arm","rub","chop","dunk","switch"
10,"leg","stride","mount","hop","limp"
8,"arm","clap","click","wipe","grab"
1,"arm","pull","braid","peel","pat"
