"item","type","word1","word2","word3","word4"
4,"arm","catch","grasp","seize","grip"
7,"arm","knock","scrub","dig","nip"
12,"leg","jump","stroll","walk","step"
5,"arm","stab","clean","scratch","hack"
15,"leg","crawl","slide","trot","sprint"
17,"leg","flee","run","jog","kick"
9,"arm","throw","toss","whip","scrape"
11,"leg","skip","dance","pace","strut"
18,"leg","stray","skate","slip","leap"
6,"arm","stir","bash","wash","carve"
14,"leg","kneel","wander","climb","stamp"
2,"arm","dunk","rub","switch","chop"
10,"leg","limp","mount","hop","stride"
3,"arm","brush","lift","fold","bind"
16,"leg","glide","stomp","stumble","creep"
1,"arm","peel","pull","braid","pat"
13,"leg","hike","tread","tiptoe","wade"
8,"arm","wipe","grab","click","clap"
