"item","type","word1","word2","word3","word4"
1,"arm","peel","braid","pull","pat"
11,"leg","skip","strut","dance","pace"
3,"arm","brush","bind","lift","fold"
4,"arm","grip","grasp","seize","catch"
17,"leg","kick","run","flee","jog"
9,"arm","throw","scrape","whip","toss"
18,"leg","leap","stray","skate","slip"
13,"leg","hike","tread","wade","tiptoe"
14,"leg","kneel","stamp","climb","wander"
2,"arm","chop","switch","rub","dunk"
16,"leg","glide","stomp","creep","stumble"
7,"arm","dig","knock","scrub","nip"
12,"leg","jump","stroll","walk","step"
5,"arm","scratch","clean","stab","hack"
15,"leg","sprint","trot","crawl","slide"
6,"arm","wash","bash","carve","stir"
8,"arm","wipe","clap","grab","click"
10,"leg","hop","stride","limp","mount"
