"item","type","word1","word2","word3","word4"
5,"arm","scratch","clean","stab","hack"
7,"arm","scrub","dig","nip","knock"
6,"arm","bash","stir","carve","wash"
14,"leg","wander","climb","kneel","stamp"
10,"leg","mount","stride","hop","limp"
2,"arm","switch","dunk","chop","rub"
11,"leg","strut","skip","pace","dance"
16,"leg","stomp","creep","stumble","glide"
1,"arm","pull","pat","braid","peel"
8,"arm","clap","grab","wipe","click"
12,"leg","walk","jump","stroll","step"
17,"leg","kick","flee","run","jog"
9,"arm","whip","scrape","toss","throw"
18,"leg","leap","skate","stray","slip"
15,"leg","trot","slide","crawl","sprint"
3,"arm","lift","bind","fold","brush"
13,"leg","tiptoe","tread","hike","wade"
4,"arm","seize","grip","catch","grasp"
