"item","type","word1","word2","word3","word4"
1,"arm","pat","peel","braid","pull"
3,"arm","fold","lift","bind","brush"
10,"leg","hop","stride","limp","mount"
6,"arm","stir","wash","carve","bash"
14,"leg","kneel","stamp","climb","wander"
17,"leg","run","jog","kick","flee"
13,"leg","tread","tiptoe","hike","wade"
2,"arm","dunk","switch","rub","chop"
12,"leg","stroll","walk","step","jump"
7,"arm","dig","knock","scrub","nip"
18,"leg","stray","slip","leap","skate"
11,"leg","pace","strut","dance","skip"
8,"arm","clap","click","grab","wipe"
16,"leg","stomp","glide","stumble","creep"
5,"arm","scratch","clean","hack","stab"
15,"leg","crawl","slide","trot","sprint"
9,"arm","toss","throw","whip","scrape"
4,"arm","seize","catch","grip","grasp"
