"item","type","word1","word2","word3","word4"
7,"arm","knock","nip","scrub","dig"
6,"arm","wash","stir","carve","bash"
16,"leg","stomp","creep","glide","stumble"
13,"leg","tread","wade","tiptoe","hike"
3,"arm","lift","fold","brush","bind"
17,"leg","flee","run","kick","jog"
2,"arm","rub","switch","dunk","chop"
11,"leg","skip","strut","dance","pace"
1,"arm","peel","braid","pat","pull"
15,"leg","slide","crawl","trot","sprint"
18,"leg","stray","leap","skate","slip"
14,"leg","climb","kneel","stamp","wander"
4,"arm","seize","grip","grasp","catch"
12,"leg","walk","stroll","step","jump"
9,"arm","throw","whip","scrape","toss"
10,"leg","mount","limp","hop","stride"
8,"arm","grab","click","clap","wipe"
5,"arm","hack","clean","scratch","stab"
