"item","type","word1","word2","word3","word4"
15,"leg","trot","sprint","crawl","slide"
12,"leg","stroll","walk","step","jump"
17,"leg","run","jog","flee","kick"
5,"arm","hack","stab","clean","scratch"
4,"arm","grasp","grip","catch","seize"
13,"leg","tread","hike","tiptoe","wade"
10,"leg","limp","stride","hop","mount"
2,"arm","chop","dunk","switch","rub"
9,"arm","scrape","whip","throw","toss"
6,"arm","bash","stir","wash","carve"
18,"leg","leap","slip","stray","skate"
3,"arm","bind","fold","lift","brush"
8,"arm","click","clap","grab","wipe"
1,"arm","pull","braid","pat","peel"
14,"leg","wander","climb","stamp","kneel"
11,"leg","skip","dance","strut","pace"
7,"arm","nip","knock","dig","scrub"
16,"leg","glide","stumble","creep","stomp"
