"item","type","word1","word2","word3","word4"
13,"leg","wade","tiptoe","tread","hike"
11,"leg","skip","strut","dance","pace"
12,"leg","stroll","jump","walk","step"
4,"arm","grasp","grip","catch","seize"
16,"leg","glide","stomp","stumble","creep"
10,"leg","hop","mount","limp","stride"
7,"arm","dig","nip","knock","scrub"
5,"arm","clean","scratch","stab","hack"
3,"arm","bind","brush","lift","fold"
14,"leg","stamp","wander","kneel","climb"
17,"leg","run","kick","flee","jog"
15,"leg","trot","slide","crawl","sprint"
2,"arm","rub","switch","chop","dunk"
9,"arm","toss","whip","scrape","throw"
8,"arm","clap","grab","click","wipe"
18,"leg","leap","stray","slip","skate"
1,"arm","peel","pull","braid","pat"
6,"arm","stir","wash","bash","carve"
