"item","type","word1","word2","word3","word4"
9,"arm","whip","throw","scrape","toss"
12,"leg","step","stroll","jump","walk"
7,"arm","knock","nip","dig","scrub"
17,"leg","kick","flee","run","jog"
6,"arm","bash","wash","carve","stir"
2,"arm","rub","switch","dunk","chop"
10,"leg","mount","hop","stride","limp"
8,"arm","clap","wipe","click","grab"
14,"leg","stamp","wander","climb","kneel"
3,"arm","brush","bind","fold","lift"
4,"arm","grasp","catch","grip","seize"
16,"leg","stumble","glide","creep","stomp"
11,"leg","skip","dance","strut","pace"
1,"arm","pat","pull","braid","peel"
13,"leg","tiptoe","hike","wade","tread"
18,"leg","slip","leap","stray","skate"
15,"leg","trot","sprint","slide","crawl"
5,"arm","hack","stab","clean","scratch"
