"item","type","word1","word2","word3","word4"
17,"leg","flee","kick","jog","run"
7,"arm","nip","scrub","knock","dig"
9,"arm","scrape","whip","toss","throw"
13,"leg","hike","tiptoe","wade","tread"
10,"leg","stride","mount","limp","hop"
5,"arm","scratch","stab","hack","clean"
14,"leg","kneel","climb","stamp","wander"
15,"leg","crawl","trot","sprint","slide"
8,"arm","grab","click","wipe","clap"
3,"arm","lift","fold","brush","bind"
6,"arm","stir","wash","bash","carve"
12,"leg","step","stroll","jump","walk"
4,"arm","catch","grasp","seize","grip"
2,"arm","chop","rub","dunk","switch"
1,"arm","peel","pat","pull","braid"
16,"leg","glide","stumble","creep","stomp"
11,"leg","strut","pace","skip","dance"
18,"leg","leap","stray","skate","slip"
