"item","type","word1","word2","word3","word4"
11,"leg","strut","skip","pace","dance"
10,"leg","hop","limp","mount","stride"
3,"arm","lift","bind","brush","fold"
5,"arm","stab","clean","hack","scratch"
16,"leg","creep","glide","stomp","stumble"
9,"arm","scrape","toss","throw","whip"
15,"leg","slide","trot","crawl","sprint"
14,"leg","climb","kneel","stamp","wander"
1,"arm","pat","peel","pull","braid"
6,"arm","carve","stir","bash","wash"
7,"arm","dig","nip","knock","scrub"
12,"leg","stroll","walk","jump","step"
8,"arm","clap","grab","click","wipe"
4,"arm","seize","grip","catch","grasp"
17,"leg","run","kick","jog","flee"
13,"leg","tiptoe","hike","tread","wade"
18,"leg","leap","slip","skate","stray"
2,"arm","switch","rub","chop","dunk"
