"item","type","word1","word2","word3","word4"
12,"leg","step","stroll","walk","jump"
5,"arm","stab","hack","scratch","clean"
4,"arm","grasp","catch","seize","grip"
15,"leg","slide","sprint","crawl","trot"
17,"leg","flee","run","jog","kick"
10,"leg","mount","limp","hop","stride"
8,"arm","click","grab","clap","wipe"
11,"leg","strut","pace","skip","dance"
9,"arm","whip","toss","throw","scrape"
1,"arm","pull","peel","braid","pat"
13,"leg","tiptoe","hike","wade","tread"
6,"arm","stir","wash","carve","bash"
18,"leg","stray","leap","skate","slip"
16,"leg","stomp","stumble","creep","glide"
2,"arm","switch","chop","rub","dunk"
7,"arm","scrub","knock","nip","dig"
14,"leg","stamp","kneel","wander","climb"
3,"arm","bind","fold","lift","brush"
