"item","type","word1","word2","word3","word4"
6,"arm","bash","wash","carve","stir"
13,"leg","tiptoe","wade","tread","hike"
18,"leg","leap","slip","skate","stray"
4,"arm","catch","seize","grip","grasp"
5,"arm","clean","stab","hack","scratch"
14,"leg","kneel","stamp","climb","wander"
17,"leg","jog","run","kick","flee"
10,"leg","limp","stride","hop","mount"
7,"arm","scrub","nip","dig","knock"
1,"arm","pull","peel","pat","braid"
11,"leg","skip","strut","dance","pace"
9,"arm","toss","scrape","whip","throw"
3,"arm","lift","bind","brush","fold"
16,"leg","glide","stumble","stomp","creep"
15,"leg","slide","crawl","trot","sprint"
8,"arm","grab","wipe","click","clap"
12,"leg","step","walk","stroll","jump"
2,"arm","switch","chop","dunk","rub"
