"item","type","word1","word2","word3","word4"
7,"arm","dig","nip","scrub","knock"
2,"arm","switch","chop","dunk","rub"
14,"leg","wander","climb","stamp","kneel"
10,"leg","hop","mount","stride","limp"
1,"arm","pull","braid","pat","peel"
18,"leg","leap","skate","stray","slip"
17,"leg","jog","flee","kick","run"
13,"leg","hike","tiptoe","wade","tread"
6,"arm","stir","wash","carve","bash"
16,"leg","stumble","stomp","creep","glide"
5,"arm","scratch","stab","hack","clean"
4,"arm","seize","grasp","catch","grip"
15,"leg","crawl","trot","sprint","slide"
9,"arm","whip","toss","scrape","throw"
8,"arm","grab","click","clap","wipe"
12,"leg","step","stroll","walk","jump"
11,"leg","pace","skip","strut","dance"
3,"arm","lift","brush","fold","bind"
