"item","type","word1","word2","word3","word4"
4,"arm","seize","grasp","grip","catch"
16,"leg","creep","stomp","stumble","glide"
2,"arm","dunk","switch","chop","rub"
3,"arm","bind","brush","fold","lift"
11,"leg","strut","skip","dance","pace"
6,"arm","wash","bash","stir","carve"
14,"leg","stamp","climb","wander","kneel"
1,"arm","pat","braid","peel","pull"
10,"leg","stride","mount","hop","limp"
5,"arm","stab","clean","scratch","hack"
17,"leg","run","flee","jog","kick"
7,"arm","dig","nip","scrub","knock"
15,"leg","sprint","trot","crawl","slide"
13,"leg","hike","tread","wade","tiptoe"
12,"leg","walk","stroll","jump","step"
9,"arm","throw","whip","toss","scrape"
8,"arm","clap","click","wipe","grab"
18,"leg","stray","skate","slip","leap"
