"item","type","word1","word2","word3","word4"
2,"arm","dunk","rub","switch","chop"
11,"leg","strut","dance","skip","pace"
7,"arm","knock","scrub","dig","nip"
16,"leg","stumble","stomp","glide","creep"
17,"leg","jog","run","flee","kick"
9,"arm","whip","toss","scrape","throw"
15,"leg","sprint","slide","crawl","trot"
4,"arm","grasp","catch","seize","grip"
10,"leg","hop","mount","stride","limp"
8,"arm","clap","click","grab","wipe"
3,"arm","fold","bind","brush","lift"
18,"leg","leap","slip","stray","skate"
12,"leg","step","walk","stroll","jump"
5,"arm","clean","scratch","hack","stab"
1,"arm","pull","braid","pat","peel"
13,"leg","tread","wade","hike","tiptoe"
6,"arm","wash","stir","bash","carve"
14,"leg","stamp","kneel","climb","wander"
