"item","type","word1","word2","word3","word4"
10,"leg","hop","limp","mount","stride"
3,"arm","fold","brush","lift","bind"
8,"arm","click","grab","wipe","clap"
2,"arm","chop","rub","switch","dunk"
14,"leg","stamp","climb","kneel","wander"
18,"leg","slip","skate","stray","leap"
16,"leg","glide","stomp","stumble","creep"
5,"arm","clean","stab","hack","scratch"
1,"arm","pull","pat","braid","peel"
11,"leg","pace","skip","strut","dance"
12,"leg","walk","jump","stroll","step"
6,"arm","wash","carve","stir","bash"
13,"leg","tiptoe","hike","wade","tread"
17,"leg","kick","flee","jog","run"
7,"arm","knock","nip","scrub","dig"
4,"arm","grip","seize","grasp","catch"
9,"arm","scrape","whip","throw","toss"
15,"leg","crawl","sprint","trot","slide"
