"item","type","word1","word2","word3","word4"
4,"arm","grip","catch","seize","grasp"
15,"leg","slide","crawl","trot","sprint"
1,"arm","pull","peel","pat","braid"
14,"leg","stamp","wander","climb","kneel"
10,"leg","limp","hop","stride","mount"
8,"arm","grab","clap","click","wipe"
5,"arm","stab","scratch","hack","clean"
17,"leg","run","jog","flee","kick"
12,"leg","stroll","walk","jump","step"
7,"arm","knock","nip","dig","scrub"
9,"arm","throw","toss","scrape","whip"
2,"arm","rub","dunk","chop","switch"
11,"leg","skip","strut","pace","dance"
16,"leg","stomp","glide","creep","stumble"
3,"arm","lift","brush","fold","bind"
13,"leg","tiptoe","wade","tread","hike"
18,"leg","leap","skate","stray","slip"
6,"arm","bash","carve","stir","wash"
