"item","type","word1","word2","word3","word4"
3,"arm","brush","fold","lift","bind"
7,"arm","nip","knock","dig","scrub"
1,"arm","braid","peel","pat","pull"
16,"leg","creep","stumble","stomp","glide"
10,"leg","limp","hop","stride","mount"
11,"leg","strut","dance","pace","skip"
8,"arm","wipe","click","grab","clap"
18,"leg","skate","stray","leap","slip"
15,"leg","sprint","trot","slide","crawl"
9,"arm","toss","whip","scrape","throw"
12,"leg","step","stroll","jump","walk"
2,"arm","rub","dunk","switch","chop"
17,"leg","flee","run","jog","kick"
14,"leg","climb","stamp","wander","kneel"
5,"arm","stab","clean","hack","scratch"
13,"leg","tiptoe","hike","wade","tread"
6,"arm","carve","wash","stir","bash"
4,"arm","grasp","seize","grip","catch"
