"item","type","word1","word2","word3","word4"
17,"leg","jog","flee","run","kick"
4,"arm","seize","grasp","grip","catch"
18,"leg","slip","stray","skate","leap"
2,"arm","dunk","switch","rub","chop"
15,"leg","slide","trot","crawl","sprint"
10,"leg","stride","hop","limp","mount"
8,"arm","grab","click","wipe","clap"
1,"arm","pull","braid","peel","pat"
16,"leg","stumble","stomp","creep","glide"
5,"arm","stab","hack","clean","scratch"
13,"leg","hike","tread","wade","tiptoe"
9,"arm","throw","scrape","whip","toss"
6,"arm","bash","carve","stir","wash"
12,"leg","step","walk","jump","stroll"
7,"arm","nip","knock","scrub","dig"
14,"leg","wander","climb","stamp","kneel"
3,"arm","bind","fold","brush","lift"
11,"leg","skip","strut","pace","dance"
