"item","type","word1","word2","word3","word4"
2,"arm","switch","rub","dunk","chop"
18,"leg","leap","skate","slip","stray"
15,"leg","crawl","slide","trot","sprint"
12,"leg","stroll","jump","step","walk"
7,"arm","dig","nip","scrub","knock"
13,"leg","tread","tiptoe","wade","hike"
17,"leg","jog","run","kick","flee"
16,"leg","glide","stomp","stumble","creep"
1,"arm","braid","peel","pull","pat"
4,"arm","grasp","catch","grip","seize"
11,"leg","dance","strut","skip","pace"
10,"leg","stride","limp","mount","hop"
5,"arm","stab","scratch","hack","clean"
9,"arm","toss","throw","whip","scrape"
8,"arm","clap","wipe","click","grab"
14,"leg","stamp","wander","climb","kneel"
6,"arm","bash","wash","stir","carve"
3,"arm","bind","brush","fold","lift"
