"item","type","word1","word2","word3","word4"
10,"leg","hop","mount","stride","limp"
3,"arm","lift","bind","brush","fold"
5,"arm","stab","hack","scratch","clean"
6,"arm","bash","carve","stir","wash"
18,"leg","skate","leap","slip","stray"
4,"arm","grasp","seize","catch","grip"
15,"leg","slide","crawl","trot","sprint"
9,"arm","whip","toss","scrape","throw"
17,"leg","flee","jog","kick","run"
8,"arm","clap","click","wipe","grab"
13,"leg","tread","hike","wade","tiptoe"
7,"arm","dig","nip","knock","scrub"
12,"leg","stroll","jump","step","walk"
11,"leg","strut","dance","pace","skip"
16,"leg","glide","stomp","stumble","creep"
2,"arm","rub","switch","chop","dunk"
14,"leg","stamp","climb","kneel","wander"
1,"arm","pat","braid","pull","peel"
