"item","type","word1","word2","word3","word4"
4,"arm","grasp","catch","grip","seize"
14,"leg","climb","wander","stamp","kneel"
18,"leg","skate","leap","slip","stray"
1,"arm","pull","peel","braid","pat"
16,"leg","glide","stomp","creep","stumble"
12,"leg","walk","stroll","jump","step"
6,"arm","wash","stir","bash","carve"
10,"leg","hop","mount","limp","stride"
7,"arm","knock","dig","scrub","nip"
2,"arm","switch","chop","rub","dunk"
13,"leg","wade","tiptoe","tread","hike"
8,"arm","click","clap","wipe","grab"
5,"arm","hack","stab","scratch","clean"
9,"arm","scrape","toss","whip","throw"
17,"leg","jog","kick","flee","run"
11,"leg","skip","dance","pace","strut"
15,"leg","trot","slide","crawl","sprint"
3,"arm","fold","bind","lift","brush"
