"item","type","word1","word2","word3","word4"
13,"leg","hike","tiptoe","wade","tread"
18,"leg","stray","slip","skate","leap"
15,"leg","crawl","sprint","slide","trot"
3,"arm","fold","lift","brush","bind"
12,"leg","jump","stroll","step","walk"
6,"arm","wash","stir","bash","carve"
9,"arm","scrape","throw","toss","whip"
14,"leg","wander","stamp","climb","kneel"
17,"leg","kick","flee","jog","run"
5,"arm","hack","clean","scratch","stab"
11,"leg","skip","strut","pace","dance"
4,"arm","catch","grasp","grip","seize"
1,"arm","pat","peel","braid","pull"
10,"leg","mount","stride","limp","hop"
16,"leg","stumble","creep","stomp","glide"
2,"arm","switch","chop","rub","dunk"
8,"arm","clap","grab","click","wipe"
7,"arm","scrub","dig","nip","knock"
