"item","type","word1","word2","word3","word4"
18,"leg","stray","skate","leap","slip"
13,"leg","tiptoe","tread","hike","wade"
3,"arm","brush","bind","fold","lift"
11,"leg","skip","strut","pace","dance"
2,"arm","switch","chop","dunk","rub"
14,"leg","wander","climb","kneel","stamp"
4,"arm","grasp","grip","seize","catch"
17,"leg","kick","run","jog","flee"
5,"arm","clean","stab","hack","scratch"
9,"arm","toss","throw","scrape","whip"
15,"leg","sprint","crawl","trot","slide"
8,"arm","clap","wipe","click","grab"
1,"arm","braid","pat","pull","peel"
6,"arm","stir","bash","wash","carve"
12,"leg","step","jump","stroll","walk"
10,"leg","limp","mount","hop","stride"
7,"arm","nip","dig","scrub","knock"
16,"leg","glide","creep","stomp","stumble"
