"item","type","word1","word2","word3","word4"
7,"arm","dig","knock","nip","scrub"
18,"leg","slip","stray","leap","skate"
2,"arm","chop","dunk","rub","switch"
3,"arm","bind","fold","lift","brush"
14,"leg","stamp","climb","wander","kneel"
1,"arm","peel","braid","pat","pull"
6,"arm","bash","wash","carve","stir"
10,"leg","stride","hop","mount","limp"
13,"leg","hike","tread","wade","tiptoe"
16,"leg","stumble","stomp","glide","creep"
9,"arm","throw","scrape","whip","toss"
12,"leg","stroll","jump","walk","step"
5,"arm","stab","scratch","hack","clean"
4,"arm","grip","grasp","seize","catch"
11,"leg","dance","strut","pace","skip"
17,"leg","kick","run","jog","flee"
15,"leg","sprint","slide","trot","crawl"
8,"arm","click","wipe","grab","clap"
