"item","type","word1","word2","word3","word4"
6,"arm","bash","carve","stir","wash"
1,"arm","pull","pat","peel","braid"
12,"leg","walk","step","stroll","jump"
2,"arm","chop","switch","dunk","rub"
4,"arm","catch","seize","grip","grasp"
8,"arm","grab","wipe","clap","click"
10,"leg","stride","limp","hop","mount"
18,"leg","skate","leap","stray","slip"
14,"leg","stamp","climb","wander","kneel"
7,"arm","dig","nip","scrub","knock"
3,"arm","bind","fold","lift","brush"
11,"leg","pace","strut","skip","dance"
15,"leg","trot","sprint","slide","crawl"
5,"arm","clean","stab","scratch","hack"
13,"leg","hike","tiptoe","tread","wade"
17,"leg","jog","run","flee","kick"
16,"leg","stomp","glide","creep","stumble"
9,"arm","throw","scrape","whip","toss"
