"item","type","word1","word2","word3","word4"
8,"arm","click","clap","wipe","grab"
17,"leg","kick","flee","jog","run"
7,"arm","scrub","knock","nip","dig"
6,"arm","bash","stir","carve","wash"
13,"leg","wade","hike","tiptoe","tread"
1,"arm","pull","peel","pat","braid"
11,"leg","pace","strut","dance","skip"
10,"leg","mount","stride","hop","limp"
9,"arm","toss","whip","scrape","throw"
18,"leg","leap","skate","stray","slip"
15,"leg","slide","crawl","trot","sprint"
4,"arm","grasp","catch","grip","seize"
3,"arm","bind","lift","fold","brush"
14,"leg","stamp","climb","kneel","wander"
5,"arm","stab","clean","hack","scratch"
16,"leg","stomp","stumble","creep","glide"
12,"leg","walk","stroll","jump","step"
2,"arm","dunk","rub","chop","switch"
