"item","type","word1","word2","word3","word4"
1,"arm","pat","braid","pull","peel"
16,"leg","stomp","glide","stumble","creep"
15,"leg","crawl","trot","slide","sprint"
11,"leg","dance","skip","pace","strut"
7,"arm","nip","dig","scrub","knock"
10,"leg","limp","mount","hop","stride"
6,"arm","bash","carve","stir","wash"
9,"arm","whip","toss","throw","scrape"
14,"leg","climb","kneel","wander","stamp"
4,"arm","seize","grip","grasp","catch"
2,"arm","chop","switch","rub","dunk"
17,"leg","kick","flee","run","jog"
8,"arm","click","clap","grab","wipe"
12,"leg","step","walk","jump","stroll"
5,"arm","clean","hack","scratch","stab"
18,"leg","leap","slip","stray","skate"
3,"arm","lift","brush","fold","bind"
13,"leg","tread","wade","tiptoe","hike"
