"item","type","word1","word2","word3","word4"
11,"leg","skip","pace","strut","dance"
17,"leg","kick","jog","run","flee"
14,"leg","climb","kneel","wander","stamp"
3,"arm","lift","bind","fold","brush"
4,"arm","seize","grip","catch","grasp"
10,"leg","stride","hop","limp","mount"
16,"leg","stumble","stomp","creep","glide"
15,"leg","trot","sprint","slide","crawl"
7,"arm","knock","nip","dig","scrub"
12,"leg","jump","walk","stroll","step"
6,"arm","wash","bash","carve","stir"
9,"arm","scrape","throw","whip","toss"
2,"arm","switch","dunk","chop","rub"
13,"leg","tiptoe","hike","wade","tread"
8,"arm","wipe","grab","click","clap"
18,"leg","leap","skate","stray","slip"
1,"arm","pull","peel","braid","pat"
5,"arm","clean","stab","scratch","hack"
