"item","type","word1","word2","word3","word4"
1,"arm","pat","braid","peel","pull"
13,"leg","tread","tiptoe","hike","wade"
17,"leg","kick","run","jog","flee"
6,"arm","bash","carve","wash","stir"
10,"leg","stride","limp","mount","hop"
15,"leg","crawl","trot","slide","sprint"
8,"arm","grab","click","clap","wipe"
5,"arm","scratch","clean","stab","hack"
11,"leg","strut","dance","pace","skip"
3,"arm","lift","bind","brush","fold"
4,"arm","catch","grasp","grip","seize"
18,"leg","stray","leap","skate","slip"
16,"leg","creep","stomp","stumble","glide"
7,"arm","dig","knock","scrub","nip"
14,"leg","climb","stamp","wander","kneel"
2,"arm","switch","dunk","chop","rub"
9,"arm","whip","throw","scrape","toss"
12,"leg","walk","stroll","jump","step"
