"item","type","word1","word2","word3","word4"
7,"arm","dig","scrub","nip","knock"
1,"arm","pull","pat","braid","peel"
2,"arm","chop","switch","dunk","rub"
17,"leg","flee","run","jog","kick"
8,"arm","click","clap","grab","wipe"
15,"leg","sprint","crawl","trot","slide"
16,"leg","stumble","glide","creep","stomp"
11,"leg","skip","dance","strut","pace"
5,"arm","stab","scratch","hack","clean"
13,"leg","hike","wade","tread","tiptoe"
6,"arm","carve","stir","wash","bash"
3,"arm","bind","fold","lift","brush"
18,"leg","stray","skate","slip","leap"
12,"leg","jump","stroll","walk","step"
4,"arm","seize","grasp","catch","grip"
14,"leg","stamp","wander","climb","kneel"
10,"leg","stride","mount","hop","limp"
9,"arm","toss","scrape","throw","whip"
