"item","type","word1","word2","word3","word4"
7,"arm","dig","scrub","nip","knock"
12,"leg","step","walk","stroll","jump"
18,"leg","leap","slip","stray","skate"
15,"leg","slide","sprint","crawl","trot"
3,"arm","lift","bind","fold","brush"
11,"leg","pace","skip","strut","dance"
13,"leg","tread","tiptoe","hike","wade"
9,"arm","whip","throw","toss","scrape"
5,"arm","scratch","stab","clean","hack"
17,"leg","kick","flee","jog","run"
10,"leg","limp","stride","hop","mount"
14,"leg","climb","wander","kneel","stamp"
2,"arm","chop","dunk","rub","switch"
4,"arm","catch","grasp","grip","seize"
16,"leg","stumble","glide","creep","stomp"
6,"arm","bash","carve","stir","wash"
8,"arm","clap","wipe","grab","click"
1,"arm","braid","pat","peel","pull"
