"item","type","word1","word2","word3","word4"
16,"leg","stumble","glide","stomp","creep"
18,"leg","slip","leap","stray","skate"
9,"arm","whip","toss","throw","scrape"
12,"leg","jump","stroll","step","walk"
7,"arm","knock","nip","dig","scrub"
6,"arm","wash","carve","stir","bash"
13,"leg","tread","tiptoe","hike","wade"
15,"leg","sprint","trot","slide","crawl"
5,"arm","hack","stab","scratch","clean"
3,"arm","bind","lift","fold","brush"
14,"leg","wander","stamp","kneel","climb"
11,"leg","strut","skip","dance","pace"
17,"leg","kick","run","flee","jog"
8,"arm","click","wipe","clap","grab"
4,"arm","grip","seize","catch","grasp"
2,"arm","rub","chop","switch","dunk"
10,"leg","stride","hop","mount","limp"
1,"arm","pat","pull","peel","braid"
