"item","type","word1","word2","word3","word4"
15,"leg","sprint","slide","trot","crawl"
18,"leg","skate","stray","leap","slip"
5,"arm","hack","clean","scratch","stab"
2,"arm","dunk","switch","chop","rub"
1,"arm","pull","peel","braid","pat"
11,"leg","pace","strut","dance","skip"
16,"leg","glide","stumble","stomp","creep"
14,"leg","wander","kneel","stamp","climb"
8,"arm","clap","grab","click","wipe"
12,"leg","walk","step","jump","stroll"
6,"arm","bash","wash","carve","stir"
10,"leg","stride","limp","hop","mount"
4,"arm","seize","grip","grasp","catch"
7,"arm","dig","knock","scrub","nip"
13,"leg","tread","tiptoe","hike","wade"
17,"leg","jog","run","kick","flee"
3,"arm","bind","fold","lift","brush"
9,"arm","throw","toss","whip","scrape"
