"item","type","word1","word2","word3","word4"
18,"leg","leap","skate","slip","stray"
9,"arm","scrape","throw","whip","toss"
6,"arm","carve","bash","stir","wash"
10,"leg","hop","limp","stride","mount"
16,"leg","stomp","glide","creep","stumble"
3,"arm","lift","brush","bind","fold"
8,"arm","grab","click","wipe","clap"
11,"leg","dance","skip","strut","pace"
4,"arm","grip","seize","grasp","catch"
15,"leg","trot","slide","crawl","sprint"
2,"arm","rub","dunk","switch","chop"
1,"arm","pat","braid","peel","pull"
17,"leg","jog","kick","run","flee"
14,"leg","climb","kneel","stamp","wander"
7,"arm","scrub","nip","dig","knock"
13,"leg","tread","wade","hike","tiptoe"
12,"leg","step","walk","stroll","jump"
5,"arm","hack","stab","clean","scratch"
