"item","type","word1","word2","word3","word4"
1,"arm","pat","peel","braid","pull"
7,"arm","scrub","dig","knock","nip"
16,"leg","glide","creep","stomp","stumble"
12,"leg","step","jump","stroll","walk"
15,"leg","sprint","slide","crawl","trot"
9,"arm","scrape","toss","whip","throw"
17,"leg","run","flee","jog","kick"
14,"leg","climb","wander","kneel","stamp"
13,"leg","tread","wade","hike","tiptoe"
6,"arm","wash","carve","bash","stir"
4,"arm","grasp","grip","catch","seize"
10,"leg","stride","mount","hop","limp"
8,"arm","click","wipe","grab","clap"
5,"arm","hack","scratch","stab","clean"
11,"leg","strut","skip","pace","dance"
18,"leg","skate","stray","slip","leap"
2,"arm","switch","dunk","rub","chop"
3,"arm","fold","brush","lift","bind"
