"item","type","word1","word2","word3","word4"
6,"arm","stir","wash","bash","carve"
13,"leg","hike","tread","wade","tiptoe"
12,"leg","jump","step","walk","stroll"
17,"leg","kick","run","flee","jog"
8,"arm","clap","grab","click","wipe"
5,"arm","scratch","stab","hack","clean"
9,"arm","whip","scrape","toss","throw"
15,"leg","slide","crawl","trot","sprint"
18,"leg","stray","skate","leap","slip"
14,"leg","stamp","climb","wander","kneel"
2,"arm","switch","chop","rub","dunk"
16,"leg","glide","creep","stumble","stomp"
10,"leg","limp","stride","hop","mount"
4,"arm","grasp","seize","grip","catch"
3,"arm","brush","bind","lift","fold"
1,"arm","braid","peel","pat","pull"
11,"leg","dance","skip","strut","pace"
7,"arm","scrub","nip","dig","knock"
