"item","type","word1","word2","word3","word4"
7,"arm","dig","knock","scrub","nip"
6,"arm","carve","wash","stir","bash"
5,"arm","stab","scratch","clean","hack"
11,"leg","skip","strut","dance","pace"
4,"arm","grasp","grip","catch","seize"
12,"leg","walk","stroll","jump","step"
17,"leg","jog","run","flee","kick"
9,"arm","scrape","throw","whip","toss"
10,"leg","stride","mount","hop","limp"
8,"arm","clap","click","wipe","grab"
1,"arm","pat","peel","pull","braid"
18,"leg","slip","leap","skate","stray"
2,"arm","dunk","switch","rub","chop"
13,"leg","wade","hike","tread","tiptoe"
15,"leg","sprint","slide","crawl","trot"
14,"leg","kneel","climb","wander","stamp"
3,"arm","fold","lift","bind","brush"
16,"leg","stomp","creep","stumble","glide"
