"expName","date","participant","trial","verb","rated_category","rating"
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,0,"PETA","Ben/fötter",2
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,0,"PETA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,1,"NORPA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,1,"NORPA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,2,"STEGA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,2,"STEGA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,3,"FLÄTA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,3,"FLÄTA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,4,"STUDSA","Ben/fötter",4
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,4,"STUDSA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,5,"SKAKA","Ben/fötter",4
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,5,"SKAKA","Armar/händer",6
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,6,"KLÄTTRA","Ben/fötter",3
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,6,"KLÄTTRA","Armar/händer",6
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,7,"FLANERA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,7,"FLANERA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,8,"SKUTTA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,8,"SKUTTA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,9,"GUPPA","Ben/fötter",4
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,9,"GUPPA","Armar/händer",4
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,10,"TRUMMA","Ben/fötter",2
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,10,"TRUMMA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,11,"KLIVA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,11,"KLIVA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,12,"VACKLA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,12,"VACKLA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,13,"SKUMMA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,13,"SKUMMA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,14,"TORKA","Ben/fötter",2
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,14,"TORKA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,15,"HISSA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,15,"HISSA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,16,"PUTSA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,16,"PUTSA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,17,"SKURA","Ben/fötter",3
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,17,"SKURA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,18,"KNOGA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,18,"KNOGA","Armar/händer",4
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,19,"KRAMA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,19,"KRAMA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,20,"KNYCKA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,20,"KNYCKA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,21,"SMEKA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,21,"SMEKA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,22,"HALKA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,22,"HALKA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,23,"PILLA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,23,"PILLA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,24,"SMYGA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,24,"SMYGA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,25,"LUNKA","Ben/fötter",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,25,"LUNKA","Armar/händer",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,26,"TVÄTTA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,26,"TVÄTTA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,27,"LYFTA","Ben/fötter",5
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,27,"LYFTA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,28,"RULLA","Ben/fötter",3
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,28,"RULLA","Armar/händer",5
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,29,"SIGNERA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,29,"SIGNERA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,30,"GRABBA","Ben/fötter",1
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,30,"GRABBA","Armar/händer",7
"verb_norming_L1-swe_no_translation","2018_Sep_10_1352",803,31,"RYCKA","Ben/fötter",1
