"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_10_1217",801,0,"platery","n","n",1,4.02533794196
"lextale","2018_Sep_10_1217",801,0,"denial","y","y",1,1.22454628932
"lextale","2018_Sep_10_1217",801,0,"generic","y","y",1,1.82828376219
"lextale","2018_Sep_10_1217",801,1,"mensible","n","n",1,1.24131023332
"lextale","2018_Sep_10_1217",801,2,"scornful","y","n",0,1.54318687206
"lextale","2018_Sep_10_1217",801,3,"stoutly","y","n",0,1.09041814242
"lextale","2018_Sep_10_1217",801,4,"ablaze","y","y",1,1.04010694976
"lextale","2018_Sep_10_1217",801,5,"kermshaw","n","n",1,1.20784003212
"lextale","2018_Sep_10_1217",801,6,"moonlit","y","n",0,1.94576966053
"lextale","2018_Sep_10_1217",801,7,"lofty","y","n",0,2.78433984957
"lextale","2018_Sep_10_1217",801,8,"hurricane","y","y",1,0.838841238006
"lextale","2018_Sep_10_1217",801,9,"flaw","y","y",1,1.05687800584
"lextale","2018_Sep_10_1217",801,10,"alberation","n","n",1,1.1574359874
"lextale","2018_Sep_10_1217",801,11,"unkempt","y","n",0,1.20785346603
"lextale","2018_Sep_10_1217",801,12,"breeding","y","y",1,0.972864679396
"lextale","2018_Sep_10_1217",801,13,"festivity","y","y",1,1.79423313688
"lextale","2018_Sep_10_1217",801,14,"screech","y","n",0,1.59355456619
"lextale","2018_Sep_10_1217",801,15,"savoury","y","y",1,1.70974409184
"lextale","2018_Sep_10_1217",801,16,"plaudate","n","n",1,0.805322437638
"lextale","2018_Sep_10_1217",801,17,"shin","y","n",0,0.905951539922
"lextale","2018_Sep_10_1217",801,18,"fluid","y","y",1,1.24134381811
"lextale","2018_Sep_10_1217",801,19,"spaunch","n","n",1,0.98982934188
"lextale","2018_Sep_10_1217",801,20,"allied","y","n",0,1.44265457298
"lextale","2018_Sep_10_1217",801,21,"slain","y","n",0,1.35874674228
"lextale","2018_Sep_10_1217",801,22,"recipient","y","n",0,2.1971466367
"lextale","2018_Sep_10_1217",801,23,"exprate","n","n",1,1.44262059308
"lextale","2018_Sep_10_1217",801,24,"eloquence","y","n",0,1.84506983265
"lextale","2018_Sep_10_1217",801,25,"cleanliness","y","n",0,2.28120145023
"lextale","2018_Sep_10_1217",801,26,"dispatch","y","y",1,0.88792915428
"lextale","2018_Sep_10_1217",801,27,"rebondicate","n","n",1,2.73402786668
"lextale","2018_Sep_10_1217",801,28,"ingenious","y","n",0,2.81786734247
"lextale","2018_Sep_10_1217",801,29,"bewitch","y","n",0,1.02329559194
"lextale","2018_Sep_10_1217",801,30,"skave","n","n",1,2.48245412318
"lextale","2018_Sep_10_1217",801,31,"plaintively","y","n",0,1.42586297092
"lextale","2018_Sep_10_1217",801,32,"kilp","n","n",1,0.872402315691
"lextale","2018_Sep_10_1217",801,33,"interfate","n","y",0,1.2916348599
"lextale","2018_Sep_10_1217",801,34,"hasty","y","y",1,1.37546722362
"lextale","2018_Sep_10_1217",801,35,"lengthy","y","y",1,1.29169096625
"lextale","2018_Sep_10_1217",801,36,"fray","y","y",1,0.956039887661
"lextale","2018_Sep_10_1217",801,37,"crumper","n","n",1,1.34200808564
"lextale","2018_Sep_10_1217",801,38,"upkeep","y","n",0,1.22458066433
"lextale","2018_Sep_10_1217",801,39,"majestic","y","y",1,2.41509845478
"lextale","2018_Sep_10_1217",801,40,"magrity","n","n",1,1.50973287058
"lextale","2018_Sep_10_1217",801,41,"nourishment","y","y",1,1.32522399076
"lextale","2018_Sep_10_1217",801,42,"abergy","n","n",1,1.29178579387
"lextale","2018_Sep_10_1217",801,43,"proom","n","y",0,1.0066015833
"lextale","2018_Sep_10_1217",801,44,"turmoil","y","n",0,0.939312689358
"lextale","2018_Sep_10_1217",801,45,"carbohydrate","y","y",1,1.375581807
"lextale","2018_Sep_10_1217",801,46,"scholar","y","y",1,0.97298558462
"lextale","2018_Sep_10_1217",801,47,"turtle","y","y",1,1.00656325714
"lextale","2018_Sep_10_1217",801,48,"fellick","n","n",1,1.8115802708
"lextale","2018_Sep_10_1217",801,49,"destription","n","n",1,2.83464037413
"lextale","2018_Sep_10_1217",801,50,"cylinder","y","y",1,0.87236359441
"lextale","2018_Sep_10_1217",801,51,"censorship","y","y",1,1.89558925097
"lextale","2018_Sep_10_1217",801,52,"celestial","y","n",0,1.40919424965
"lextale","2018_Sep_10_1217",801,53,"rascal","y","n",0,0.939544621931
"lextale","2018_Sep_10_1217",801,54,"purrage","n","n",1,2.16386411517
"lextale","2018_Sep_10_1217",801,55,"pulsh","n","n",1,0.989796942441
"lextale","2018_Sep_10_1217",801,56,"muddy","y","y",1,1.30844542749
"lextale","2018_Sep_10_1217",801,57,"quirty","n","n",1,1.1910681858
"lextale","2018_Sep_10_1217",801,58,"pudour","n","n",1,2.14701601165
"lextale","2018_Sep_10_1217",801,59,"listless","y","n",0,2.54932933161
"lextale","2018_Sep_10_1217",801,60,"wrought","y","n",0,1.30843436427
