"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_13_1410",807,0,"platery","n","y",0,10.2472670622
"lextale","2018_Sep_13_1410",807,0,"denial","y","y",1,1.27476752051
"lextale","2018_Sep_13_1410",807,0,"generic","y","y",1,1.99599956697
"lextale","2018_Sep_13_1410",807,1,"mensible","n","n",1,1.57673363951
"lextale","2018_Sep_13_1410",807,2,"scornful","y","n",0,1.27485325819
"lextale","2018_Sep_13_1410",807,3,"stoutly","y","y",1,1.22436878106
"lextale","2018_Sep_13_1410",807,4,"ablaze","y","n",0,2.76745532158
"lextale","2018_Sep_13_1410",807,5,"kermshaw","n","n",1,3.75703009432
"lextale","2018_Sep_13_1410",807,6,"moonlit","y","n",0,2.09644895882
"lextale","2018_Sep_13_1410",807,7,"lofty","y","y",1,3.77381492357
"lextale","2018_Sep_13_1410",807,8,"hurricane","y","y",1,1.2580032367
"lextale","2018_Sep_13_1410",807,9,"flaw","y","y",1,0.77176788717
"lextale","2018_Sep_13_1410",807,10,"alberation","n","y",0,12.1759076341
"lextale","2018_Sep_13_1410",807,11,"unkempt","y","n",0,1.09042756628
"lextale","2018_Sep_13_1410",807,12,"breeding","y","y",1,0.838881522384
"lextale","2018_Sep_13_1410",807,13,"festivity","y","y",1,2.19666247329
"lextale","2018_Sep_13_1410",807,14,"screech","y","y",1,1.22456396268
"lextale","2018_Sep_13_1410",807,15,"savoury","y","y",1,1.42592817948
"lextale","2018_Sep_13_1410",807,16,"plaudate","n","n",1,1.40905879787
"lextale","2018_Sep_13_1410",807,17,"shin","y","y",1,0.905960388404
"lextale","2018_Sep_13_1410",807,18,"fluid","y","y",1,0.671167565398
"lextale","2018_Sep_13_1410",807,19,"spaunch","n","y",0,1.71094905681
"lextale","2018_Sep_13_1410",807,20,"allied","y","y",1,2.75074358666
"lextale","2018_Sep_13_1410",807,21,"slain","y","y",1,0.838831739218
"lextale","2018_Sep_13_1410",807,22,"recipient","y","y",1,5.78628600192
"lextale","2018_Sep_13_1410",807,23,"exprate","n","n",1,2.70038317234
"lextale","2018_Sep_13_1410",807,24,"eloquence","y","n",0,2.13017191787
"lextale","2018_Sep_13_1410",807,25,"cleanliness","y","n",0,7.96649118759
"lextale","2018_Sep_13_1410",807,26,"dispatch","y","y",1,1.00658086051
"lextale","2018_Sep_13_1410",807,27,"rebondicate","n","y",0,4.12593837318
"lextale","2018_Sep_13_1410",807,28,"ingenious","y","y",1,2.29806999355
"lextale","2018_Sep_13_1410",807,29,"bewitch","y","y",1,1.1072096298
"lextale","2018_Sep_13_1410",807,30,"skave","n","n",1,3.11965581657
"lextale","2018_Sep_13_1410",807,31,"plaintively","y","n",0,2.13016204026
"lextale","2018_Sep_13_1410",807,32,"kilp","n","n",1,2.28112633229
"lextale","2018_Sep_13_1410",807,33,"interfate","n","y",0,1.25804077162
"lextale","2018_Sep_13_1410",807,34,"hasty","y","y",1,0.922699780638
"lextale","2018_Sep_13_1410",807,35,"lengthy","y","n",0,3.23712472975
"lextale","2018_Sep_13_1410",807,36,"fray","y","y",1,0.822116053254
"lextale","2018_Sep_13_1410",807,37,"crumper","n","y",0,0.989784178119
"lextale","2018_Sep_13_1410",807,38,"upkeep","y","n",0,1.79456462645
"lextale","2018_Sep_13_1410",807,39,"majestic","y","y",1,1.2412670053
"lextale","2018_Sep_13_1410",807,40,"magrity","n","y",0,2.11338629841
"lextale","2018_Sep_13_1410",807,41,"nourishment","y","y",1,4.34401195428
"lextale","2018_Sep_13_1410",807,42,"abergy","n","n",1,1.10722227315
"lextale","2018_Sep_13_1410",807,43,"proom","n","y",0,3.67309883618
"lextale","2018_Sep_13_1410",807,44,"turmoil","y","n",0,0.872425103991
"lextale","2018_Sep_13_1410",807,45,"carbohydrate","y","y",1,5.73589397924
"lextale","2018_Sep_13_1410",807,46,"scholar","y","y",1,1.979204465
"lextale","2018_Sep_13_1410",807,47,"turtle","y","y",1,0.855566390199
"lextale","2018_Sep_13_1410",807,48,"fellick","n","n",1,2.88489578724
"lextale","2018_Sep_13_1410",807,49,"destription","n","y",0,3.65629978317
"lextale","2018_Sep_13_1410",807,50,"cylinder","y","y",1,0.972934946835
"lextale","2018_Sep_13_1410",807,51,"censorship","y","y",1,9.77769247911
"lextale","2018_Sep_13_1410",807,52,"celestial","y","n",0,1.02334158838
"lextale","2018_Sep_13_1410",807,53,"rascal","y","y",1,2.04621655836
"lextale","2018_Sep_13_1410",807,54,"purrage","n","y",0,3.38799538202
"lextale","2018_Sep_13_1410",807,55,"pulsh","n","n",1,1.5600136074
"lextale","2018_Sep_13_1410",807,56,"muddy","y","y",1,0.671095261275
"lextale","2018_Sep_13_1410",807,57,"quirty","n","y",0,0.90596275903
"lextale","2018_Sep_13_1410",807,58,"pudour","n","n",1,2.11351115143
"lextale","2018_Sep_13_1410",807,59,"listless","y","n",0,3.50542794558
"lextale","2018_Sep_13_1410",807,60,"wrought","y","y",1,0.838876781131
