"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_12_1549",805,0,"platery","n","n",1,10.5658524617
"lextale","2018_Sep_12_1549",805,0,"denial","y","y",1,1.15749971552
"lextale","2018_Sep_12_1549",805,0,"generic","y","y",1,1.15739580304
"lextale","2018_Sep_12_1549",805,1,"mensible","n","n",1,2.66676136004
"lextale","2018_Sep_12_1549",805,2,"scornful","y","y",1,1.84484325414
"lextale","2018_Sep_12_1549",805,3,"stoutly","y","n",0,7.44656290696
"lextale","2018_Sep_12_1549",805,4,"ablaze","y","y",1,3.77377462291
"lextale","2018_Sep_12_1549",805,5,"kermshaw","n","n",1,7.89929971679
"lextale","2018_Sep_12_1549",805,6,"moonlit","y","y",1,3.43857270871
"lextale","2018_Sep_12_1549",805,7,"lofty","y","y",1,1.84511429583
"lextale","2018_Sep_12_1549",805,8,"hurricane","y","y",1,0.956315271263
"lextale","2018_Sep_12_1549",805,9,"flaw","y","y",1,0.872449995575
"lextale","2018_Sep_12_1549",805,10,"alberation","n","n",1,4.94772016803
"lextale","2018_Sep_12_1549",805,11,"unkempt","y","n",0,7.56397413488
"lextale","2018_Sep_12_1549",805,12,"breeding","y","y",1,1.69418714362
"lextale","2018_Sep_12_1549",805,13,"festivity","y","y",1,1.47552604213
"lextale","2018_Sep_12_1549",805,14,"screech","y","n",0,2.28101372751
"lextale","2018_Sep_12_1549",805,15,"savoury","y","y",1,1.37569340839
"lextale","2018_Sep_12_1549",805,16,"plaudate","n","n",1,2.16370996801
"lextale","2018_Sep_12_1549",805,17,"shin","y","y",1,4.46128410542
"lextale","2018_Sep_12_1549",805,18,"fluid","y","y",1,0.956127991731
"lextale","2018_Sep_12_1549",805,19,"spaunch","n","n",1,1.30847546559
"lextale","2018_Sep_12_1549",805,20,"allied","y","y",1,6.64152129455
"lextale","2018_Sep_12_1549",805,21,"slain","y","n",0,1.24116862428
"lextale","2018_Sep_12_1549",805,22,"recipient","y","y",1,1.27489632458
"lextale","2018_Sep_12_1549",805,23,"exprate","n","n",1,2.83455354772
"lextale","2018_Sep_12_1549",805,24,"eloquence","y","y",1,4.15935552135
"lextale","2018_Sep_12_1549",805,25,"cleanliness","y","n",0,2.58301896185
"lextale","2018_Sep_12_1549",805,26,"dispatch","y","y",1,1.15750998824
"lextale","2018_Sep_12_1549",805,27,"rebondicate","n","n",1,3.13651571568
"lextale","2018_Sep_12_1549",805,28,"ingenious","y","y",1,2.68359241652
"lextale","2018_Sep_12_1549",805,29,"bewitch","y","y",1,1.40900308814
"lextale","2018_Sep_12_1549",805,30,"skave","n","n",1,0.922722696699
"lextale","2018_Sep_12_1549",805,31,"plaintively","y","n",0,5.56823217605
"lextale","2018_Sep_12_1549",805,32,"kilp","n","n",1,0.88914197527
"lextale","2018_Sep_12_1549",805,33,"interfate","n","n",1,2.88488116837
"lextale","2018_Sep_12_1549",805,34,"hasty","y","y",1,1.07351985953
"lextale","2018_Sep_12_1549",805,35,"lengthy","y","y",1,2.39866201813
"lextale","2018_Sep_12_1549",805,36,"fray","y","y",1,1.15752144627
"lextale","2018_Sep_12_1549",805,37,"crumper","n","n",1,1.05699816988
"lextale","2018_Sep_12_1549",805,38,"upkeep","y","n",0,3.25382224091
"lextale","2018_Sep_12_1549",805,39,"majestic","y","y",1,1.55987690124
"lextale","2018_Sep_12_1549",805,40,"magrity","n","n",1,2.38181673789
"lextale","2018_Sep_12_1549",805,41,"nourishment","y","y",1,1.47619021279
"lextale","2018_Sep_12_1549",805,42,"abergy","n","n",1,2.44860954825
"lextale","2018_Sep_12_1549",805,43,"proom","n","n",1,1.9625033979
"lextale","2018_Sep_12_1549",805,44,"turmoil","y","y",1,5.56823257115
"lextale","2018_Sep_12_1549",805,45,"carbohydrate","y","n",0,15.563641852
"lextale","2018_Sep_12_1549",805,46,"scholar","y","y",1,4.511702205
"lextale","2018_Sep_12_1549",805,47,"turtle","y","y",1,1.0393500373
"lextale","2018_Sep_12_1549",805,48,"fellick","n","n",1,1.02338821071
"lextale","2018_Sep_12_1549",805,49,"destription","n","n",1,5.60178089401
"lextale","2018_Sep_12_1549",805,50,"cylinder","y","y",1,0.989786548746
"lextale","2018_Sep_12_1549",805,51,"censorship","y","y",1,1.12380638931
"lextale","2018_Sep_12_1549",805,52,"celestial","y","n",0,2.6164692988
"lextale","2018_Sep_12_1549",805,53,"rascal","y","y",1,1.44259447739
"lextale","2018_Sep_12_1549",805,54,"purrage","n","n",1,2.11338432289
"lextale","2018_Sep_12_1549",805,55,"pulsh","n","n",1,1.09045680402
"lextale","2018_Sep_12_1549",805,56,"muddy","y","y",1,0.989844629107
"lextale","2018_Sep_12_1549",805,57,"quirty","n","n",1,1.2916870804
"lextale","2018_Sep_12_1549",805,58,"pudour","n","n",1,1.52645422161
"lextale","2018_Sep_12_1549",805,59,"listless","y","n",0,1.6271169699
"lextale","2018_Sep_12_1549",805,60,"wrought","y","n",0,6.20550728257
