"expName","date","participant","trial","verb","rated_category","rating"
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,0,"STOMP","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,0,"STOMP","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,1,"HOP","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,1,"HOP","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,2,"CARVE","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,2,"CARVE","Arm",6
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,3,"PRANCE","Leg",6
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,3,"PRANCE","Arm",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,4,"HUG","Leg",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,4,"HUG","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,5,"SCOOP","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,5,"SCOOP","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,6,"SNEAK","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,6,"SNEAK","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,7,"STRUT","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,7,"STRUT","Arm",3
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,8,"SHAKE","Leg",5
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,8,"SHAKE","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,9,"ROW","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,9,"ROW","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,10,"KNEEL","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,10,"KNEEL","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,11,"SQUEEZE","Leg",3
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,11,"SQUEEZE","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,12,"WADDLE","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,12,"WADDLE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,13,"SWAY","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,13,"SWAY","Arm",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,14,"SCRAPE","Leg",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,14,"SCRAPE","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,15,"BRUSH","Leg",3
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,15,"BRUSH","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,16,"TWINE","Leg",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,16,"TWINE","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,17,"SAUNTER","Leg",6
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,17,"SAUNTER","Arm",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,18,"PEEL","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,18,"PEEL","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,19,"TRUDGE","Leg",4
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,19,"TRUDGE","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,20,"GLIDE","Leg",5
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,20,"GLIDE","Arm",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,21,"NIP","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,21,"NIP","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,22,"TUG","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,22,"TUG","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,23,"STUMBLE","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,23,"STUMBLE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,24,"WHIP","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,24,"WHIP","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,25,"TRAMPLE","Leg",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,25,"TRAMPLE","Arm",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,26,"INCH","Leg",4
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,26,"INCH","Arm",4
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,27,"PULL","Leg",2
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,27,"PULL","Arm",7
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,28,"SIGN","Leg",1
"verb_norming_L2-eng_oral_translation","2018_Sep_12_1446",805,28,"SIGN","Arm",7
