"expName","date","participant","itemID","item","correct_resp","resp","correct","RT"
"lextale","2018_Sep_12_1719",806,0,"platery","n","n",1,32.3344121003
"lextale","2018_Sep_12_1719",806,0,"denial","y","n",0,4.19275884086
"lextale","2018_Sep_12_1719",806,0,"generic","y","n",0,2.01274172493
"lextale","2018_Sep_12_1719",806,1,"mensible","n","n",1,1.45936429267
"lextale","2018_Sep_12_1719",806,2,"scornful","y","n",0,1.81152251147
"lextale","2018_Sep_12_1719",806,3,"stoutly","y","n",0,0.956348855145
"lextale","2018_Sep_12_1719",806,4,"ablaze","y","n",0,1.47608313947
"lextale","2018_Sep_12_1719",806,5,"kermshaw","n","n",1,1.7444128273
"lextale","2018_Sep_12_1719",806,6,"moonlit","y","n",0,1.29155432529
"lextale","2018_Sep_12_1719",806,7,"lofty","y","n",0,1.40899874199
"lextale","2018_Sep_12_1719",806,8,"hurricane","y","n",0,1.57657717813
"lextale","2018_Sep_12_1719",806,9,"flaw","y","n",0,1.32494934761
"lextale","2018_Sep_12_1719",806,10,"alberation","n","n",1,1.79362190712
"lextale","2018_Sep_12_1719",806,11,"unkempt","y","n",0,1.17422172316
"lextale","2018_Sep_12_1719",806,12,"breeding","y","y",1,4.41104064203
"lextale","2018_Sep_12_1719",806,13,"festivity","y","n",0,1.67735885287
"lextale","2018_Sep_12_1719",806,14,"screech","y","n",0,2.34823759688
"lextale","2018_Sep_12_1719",806,15,"savoury","y","n",0,1.52649531248
"lextale","2018_Sep_12_1719",806,16,"plaudate","n","n",1,1.05666233105
"lextale","2018_Sep_12_1719",806,17,"shin","y","n",0,1.14080062395
"lextale","2018_Sep_12_1719",806,18,"fluid","y","n",0,0.855438771447
"lextale","2018_Sep_12_1719",806,19,"spaunch","n","n",1,0.754805655999
"lextale","2018_Sep_12_1719",806,20,"allied","y","n",0,1.32498964826
"lextale","2018_Sep_12_1719",806,21,"slain","y","n",0,0.704613556192
"lextale","2018_Sep_12_1719",806,22,"recipient","y","n",0,4.12596286966
"lextale","2018_Sep_12_1719",806,23,"exprate","n","n",1,1.50977686078
"lextale","2018_Sep_12_1719",806,24,"eloquence","y","n",0,1.15746692185
"lextale","2018_Sep_12_1719",806,25,"cleanliness","y","y",1,6.49060994652
"lextale","2018_Sep_12_1719",806,26,"dispatch","y","y",1,7.06086979884
"lextale","2018_Sep_12_1719",806,27,"rebondicate","n","n",1,2.11337918653
"lextale","2018_Sep_12_1719",806,28,"ingenious","y","n",0,1.45943975763
"lextale","2018_Sep_12_1719",806,29,"bewitch","y","n",0,1.07365063912
"lextale","2018_Sep_12_1719",806,30,"skave","n","n",1,4.8135367542
"lextale","2018_Sep_12_1719",806,31,"plaintively","y","n",0,2.11348033328
"lextale","2018_Sep_12_1719",806,32,"kilp","n","n",1,0.738321106166
"lextale","2018_Sep_12_1719",806,33,"interfate","n","n",1,0.973025820869
"lextale","2018_Sep_12_1719",806,34,"hasty","y","n",0,0.906031902317
"lextale","2018_Sep_12_1719",806,35,"lengthy","y","n",0,2.16372577219
"lextale","2018_Sep_12_1719",806,36,"fray","y","y",1,2.63333591468
"lextale","2018_Sep_12_1719",806,37,"crumper","n","n",1,4.49489801563
"lextale","2018_Sep_12_1719",806,38,"upkeep","y","y",1,3.35446167803
"lextale","2018_Sep_12_1719",806,39,"majestic","y","y",1,2.09663821388
"lextale","2018_Sep_12_1719",806,40,"magrity","n","n",1,2.44885490815
"lextale","2018_Sep_12_1719",806,41,"nourishment","y","n",0,1.22465602202
"lextale","2018_Sep_12_1719",806,42,"abergy","n","y",0,6.55768841743
"lextale","2018_Sep_12_1719",806,43,"proom","n","y",0,1.71094352534
"lextale","2018_Sep_12_1719",806,44,"turmoil","y","n",0,1.71092100439
"lextale","2018_Sep_12_1719",806,45,"carbohydrate","y","n",0,3.43840636972
"lextale","2018_Sep_12_1719",806,46,"scholar","y","y",1,3.55573067465
"lextale","2018_Sep_12_1719",806,47,"turtle","y","n",0,0.268615348388
"lextale","2018_Sep_12_1719",806,48,"fellick","n","n",1,1.04019279519
"lextale","2018_Sep_12_1719",806,49,"destription","n","y",0,2.86801652801
"lextale","2018_Sep_12_1719",806,50,"cylinder","y","n",0,0.35250828139
"lextale","2018_Sep_12_1719",806,51,"censorship","y","n",0,3.15310022695
"lextale","2018_Sep_12_1719",806,52,"celestial","y","n",0,1.50964766161
"lextale","2018_Sep_12_1719",806,53,"rascal","y","n",0,1.14055802979
"lextale","2018_Sep_12_1719",806,54,"purrage","n","n",1,0.922716770132
"lextale","2018_Sep_12_1719",806,55,"pulsh","n","n",1,1.42586496276
"lextale","2018_Sep_12_1719",806,56,"muddy","y","y",1,3.18676313011
"lextale","2018_Sep_12_1719",806,57,"quirty","n","n",1,0.31897141656
"lextale","2018_Sep_12_1719",806,58,"pudour","n","n",1,1.44262055428
"lextale","2018_Sep_12_1719",806,59,"listless","y","n",0,1.22459122489
"lextale","2018_Sep_12_1719",806,60,"wrought","y","n",0,1.69411800033
