expName;date;participant;trial;resp_time;verb;translation_simple;translation_details;comment
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;0;12.880643809;PUSH;putta;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;1;5.80314721386;STOMP;stampa;tror jag;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;2;3.60732369079;BIND;binda;kanske;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;3;7.1113310999;KNEEL;sitta på knä;knäa, eller nej! … sitta på knä;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;4;1.99600306132;HOBBLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;5;6.35666672067;STRUT;strosa;framåt på något sätt;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;6;0.872494653166;RAMBLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;7;1.30856951398;TOSS;slänga;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;8;1.82852003033;WALK;promenera, gå;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;9;1.10711803573;SCRAPE;skrapa;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;10;2.76769157035;TROT;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;11;1.19119677811;PRANCE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;12;0.352780808056;FOLD;vika;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;13;0.369400739726;CLAW;klösa;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;14;1.69429543288;MOUNT;bestiga;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;15;0.704827105534;TWINE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;16;0.67128656304;BOUNCE;studsa;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;17;1.12407618206;BRUSH;borsta;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;18;0.922814356896;STRIDE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;19;0.654501870256;STRADDLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;20;0.788680634878;KICK;sparka;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;21;2.01294619344;STUMBLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;22;1.54318222856;SKATE;skejta;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;23;1.84510677271;SIGN;signera, skriva under;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;24;0.77179044757;ROAM;jag vet inte;ingen aning;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;25;5.33338522452;SQUAT;benhävning, benhäva sig;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;26;1.76138837118;CARVE;rispa;typ;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;27;1.84512534291;CATCH;fånga;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;28;0.436560056611;LIFT;lyfta;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;29;0.738332483188;CLEAN;städa;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;30;0.671182648955;TODDLE;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;31;0.536877844057;INCH;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;32;4.42808967588;GRIP;gripa tag i ;kanske jag vet inte;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;33;1.25834029057;JOG;jogga;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;34;1.9625474676;SCRUB;skrubba;jag kanske bara hittar på jag vet inte;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;35;0.335920254041;HUG;krama;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;36;0.352643704682;SKIM;jag vet inte;ingen aning;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;37;0.721661977363;CREEP;jag vet inte;ingen aning;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;38;3.06961690473;PACE;hastighet;typ men det är ju inte ett verb;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;39;0.268833637503;CLAP;klappa;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;40;2.98554804011;GRAB;ta tag i ;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;41;0.58754564021;LUMBER;jag vet inte;ingen aning;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;42;1.45943498396;STAND;stå;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;43;6.62498197308;CHOP;hacka;typ;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;44;12.8135718115;SQUEEZE;trycka, vrida;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;45;1.71115045534;STIR;röra runt;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;46;1.69418954324;SLITHER;jag vet inte;har jag aldrig hört;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;47;2.11357730358;PLOD;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;48;4.44485421802;LEAP;jag vet inte;jag vet inte översättningen faktiskt;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;49;2.1135852058;PUNCH;slå;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;50;6.67533921232;PEDAL;trampa på en cykel;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;51;5.19930839843;STEP;ta ett steg;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;52;0.368643312733;SAUNTER;jag vet inte;har jag aldrig hört;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;53;0.939327213597;PEEL;skala;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;54;2.29812041943;FILE;arkivera;typ kanske;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;55;3.70683663797;HACK;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;56;1.30830953121;DIG;gräva;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;57;2.29804771908;STAGGER;jag vet inte;;
verb_norming_L2-eng_oral_translation;2018_Sep_17_1327;810;58;8.97304634608;GRASP;jag vet inte;jag vet inte översättningen;
