"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct"
"verb_norming","2018_Jun_08_1550",901,0,"KICK","sparka","knäa","tåa","tåa","knäa","sparka",3,2,0
"verb_norming","2018_Jun_08_1550",901,1,"SCRUB","skrubba","sopa","skrapa","skrubba","sopa","skrapa",1,1,1
"verb_norming","2018_Jun_08_1550",901,2,"TRIP","snubbla","stampa","stappla","stampa","snubbla","stappla",2,2,1
"verb_norming","2018_Jun_08_1550",901,3,"WASH","tvätta","skura","sopa","skura","tvätta","sopa",2,2,1
"verb_norming","2018_Jun_08_1550",901,4,"SWITCH","slå på/av","knäppa","nypa","nypa","slå på/av","knäppa",2,2,1
"verb_norming","2018_Jun_08_1550",901,5,"STRIDE","kliva","tassa","lunka","tassa","kliva","lunka",2,2,1
"verb_norming","2018_Jun_08_1550",901,6,"WOBBLE","vingla","ramla","glida","glida","vingla","ramla",2,2,1
"verb_norming","2018_Jun_08_1550",901,7,"PAT","klappa","slå","borsta","klappa","slå","borsta",1,1,1
"verb_norming","2018_Jun_08_1550",901,8,"GLIDE","glida","hasa","snava","glida","hasa","snava",1,1,1
"verb_norming","2018_Jun_08_1550",901,9,"CLEAN","rengöra","rensa","plocka","rensa","plocka","rengöra",3,3,1
"verb_norming","2018_Jun_08_1550",901,10,"PEEL","skala","rensa","plocka","plocka","rensa","skala",3,3,1
"verb_norming","2018_Jun_08_1550",901,11,"KNEEL","knäböja","krypa","kräla","kräla","knäböja","krypa",2,2,1
"verb_norming","2018_Jun_08_1550",901,12,"SLAP","smälla till","knäppa fast","klämma åt","klämma åt","knäppa fast","smälla till",3,3,1
"verb_norming","2018_Jun_08_1550",901,13,"TUG","rycka","pressa","slå","rycka","slå","pressa",1,1,1
"verb_norming","2018_Jun_08_1550",901,14,"FOLD","vika ihop","knyta ihop","bunta ihop","knyta ihop","bunta ihop","vika ihop",3,3,1
"verb_norming","2018_Jun_08_1550",901,15,"DANCE","dansa","snurra","svänga","svänga","dansa","snurra",2,2,1
"verb_norming","2018_Jun_08_1550",901,16,"CRAWL","kravla","huka","klättra","kravla","klättra","huka",1,1,1
"verb_norming","2018_Jun_08_1550",901,17,"PULL","dra","slänga","släpa","dra","slänga","släpa",1,1,1
"verb_norming","2018_Jun_08_1550",901,18,"TRAIPSE","traska","stappla","vandra","traska","stappla","vandra",1,1,1
"verb_norming","2018_Jun_08_1550",901,19,"STAMP","stampa","kliva","skutta","kliva","stampa","skutta",2,2,1
"verb_norming","2018_Jun_08_1550",901,20,"PLUCK","plocka","rensa","picka","rensa","plocka","picka",2,1,0
"verb_norming","2018_Jun_08_1550",901,21,"SCRATCH","repa","riva","klösa","repa","klösa","riva",1,3,0
"verb_norming","2018_Jun_08_1550",901,22,"MARCH","marschera","trava","traska","marschera","trava","traska",1,1,1
"verb_norming","2018_Jun_08_1550",901,23,"SCUFF","hasa sig fram","dra sig fram","kasta sig fram","dra sig fram","kasta sig fram","hasa sig fram",3,3,1
"verb_norming","2018_Jun_08_1550",901,24,"ROLL","vingla","snubbla","svassa","svassa","vingla","snubbla",2,1,0
"verb_norming","2018_Jun_08_1550",901,25,"SKATE","åka skridskor","åka skidor","åka kälke","åka skridskor","åka skidor","åka kälke",1,1,1
"verb_norming","2018_Jun_08_1550",901,26,"GRASP","gripa","klämma","omfamna","gripa","omfamna","klämma",1,1,1
"verb_norming","2018_Jun_08_1550",901,27,"TREAD","trampa","stampa","klampa","stampa","trampa","klampa",2,2,1
"verb_norming","2018_Jun_08_1550",901,28,"STIR","röra","sleva","vispa","vispa","röra","sleva",2,1,0
"verb_norming","2018_Jun_08_1550",901,29,"PUSH","knuffa","kasta","klämma","kasta","klämma","knuffa",3,3,1
"verb_norming","2018_Jun_08_1550",901,30,"NIP","nypa","peta","nudda","nypa","peta","nudda",1,1,1
"verb_norming","2018_Jun_08_1550",901,31,"MOUNT","gå uppför","ströva runt","kliva över","kliva över","gå uppför","ströva runt",2,1,0
"verb_norming","2018_Jun_08_1550",901,32,"SLITHER","hasa","glida","trilla","trilla","glida","hasa",3,3,1
"verb_norming","2018_Jun_08_1550",901,33,"TROT","trava","promenera","flanera","trava","promenera","flanera",1,1,1
"verb_norming","2018_Jun_08_1550",901,34,"PRANCE","kråma sig","promenera","traska","kråma sig","traska","promenera",1,1,1
"verb_norming","2018_Jun_08_1550",901,35,"CREEP","krypa","knäböja","klättra","krypa","knäböja","klättra",1,1,1
"verb_norming","2018_Jun_08_1550",901,36,"CATCH","fånga","krama","omfamna","fånga","omfamna","krama",1,1,1
"verb_norming","2018_Jun_08_1550",901,37,"THROW","kasta","greppa","träffa","greppa","kasta","träffa",2,2,1
"verb_norming","2018_Jun_08_1550",901,38,"CUT","skära","sticka","spetsa","spetsa","sticka","skära",3,3,1
"verb_norming","2018_Jun_08_1550",901,39,"RAMBLE","ströva","strutta","spurta","spurta","ströva","strutta",2,2,1
"verb_norming","2018_Jun_08_1550",901,40,"PLOD","lunka","pulsa","vingla","pulsa","lunka","vingla",2,2,1
"verb_norming","2018_Jun_08_1550",901,41,"TWINE","tvinna","binda","knyta","knyta","binda","tvinna",3,3,1
"verb_norming","2018_Jun_08_1550",901,42,"STRAY","ströva","vandra","promenera","vandra","ströva","promenera",2,2,1
"verb_norming","2018_Jun_08_1550",901,43,"JUMP","hoppa","kliva","lyfta","lyfta","kliva","hoppa",3,3,1
"verb_norming","2018_Jun_08_1550",901,44,"CLIMB","klättra","kliva","krypa","kliva","krypa","klättra",3,3,1
"verb_norming","2018_Jun_08_1550",901,45,"RUB","gnugga","riva","klappa","gnugga","klappa","riva",1,1,1
"verb_norming","2018_Jun_08_1550",901,46,"WIPE","torka","putsa","gnugga","torka","gnugga","putsa",1,1,1
"verb_norming","2018_Jun_08_1550",901,47,"FLEE","fly","lyfta","flyga","lyfta","fly","flyga",2,2,1
"verb_norming","2018_Jun_08_1550",901,48,"RUSH","rusa","springa","löpa","rusa","löpa","springa",1,1,1
"verb_norming","2018_Jun_08_1550",901,49,"KNOCK","knacka","krocka","klicka","klicka","krocka","knacka",3,3,1
"verb_norming","2018_Jun_08_1550",901,50,"SEIZE","fånga","klämma","fästa","klämma","fästa","fånga",3,3,1
"verb_norming","2018_Jun_08_1550",901,51,"INCH","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","röra sig långsamt framåt","hasa sig bakåt","dra sig snabbt tillbaka",1,1,1
"verb_norming","2018_Jun_08_1550",901,52,"HOP","skutta","kliva","studsa","studsa","skutta","kliva",2,2,1
"verb_norming","2018_Jun_08_1550",901,53,"STAB","sticka","hacka","skära","hacka","sticka","skära",2,2,1
"verb_norming","2018_Jun_08_1550",901,54,"BRAID","fläta","knyta","binda","binda","fläta","knyta",2,2,1
"verb_norming","2018_Jun_08_1550",901,55,"SNATCH","rycka till sig","knuffa ifrån sig","plocka åt sig","rycka till sig","plocka åt sig","knuffa ifrån sig",1,1,1
"verb_norming","2018_Jun_08_1550",901,56,"STOMP","stampa","stiga","kliva","stampa","kliva","stiga",1,1,1
