"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct"
"verb_norming","2018_Jun_19_1101",910,0,"SLIP","halka","snava","ramla","snava","halka","ramla",2,2,1
"verb_norming","2018_Jun_19_1101",910,1,"SKIM","skumma","vispa","sleva","sleva","skumma","vispa",2,2,1
"verb_norming","2018_Jun_19_1101",910,2,"BIND","binda","linda","vinda","binda","vinda","linda",1,1,1
"verb_norming","2018_Jun_19_1101",910,3,"BASH","slå","knuffa","trycka","trycka","slå","knuffa",2,2,1
"verb_norming","2018_Jun_19_1101",910,4,"TOSS","slänga","fånga","gripa","fånga","gripa","slänga",3,3,1
"verb_norming","2018_Jun_19_1101",910,5,"WRAP","slå in","slå ihop","slå till","slå ihop","slå till","slå in",3,3,1
"verb_norming","2018_Jun_19_1101",910,6,"STAMP","stampa","kliva","skutta","stampa","kliva","skutta",1,1,1
"verb_norming","2018_Jun_19_1101",910,7,"KICK","sparka","knäa","tåa","tåa","knäa","sparka",3,3,1
"verb_norming","2018_Jun_19_1101",910,8,"HACK","hacka","skära","kåpa","kåpa","hacka","skära",2,2,1
"verb_norming","2018_Jun_19_1101",910,9,"STRIDE","kliva","tassa","lunka","kliva","tassa","lunka",1,1,1
"verb_norming","2018_Jun_19_1101",910,10,"RUSH","rusa","springa","löpa","rusa","löpa","springa",1,1,1
"verb_norming","2018_Jun_19_1101",910,11,"JOG","jogga","spurta","rusa","rusa","jogga","spurta",2,2,1
"verb_norming","2018_Jun_19_1101",910,12,"ROLL","vingla","snubbla","svassa","vingla","snubbla","svassa",1,1,1
"verb_norming","2018_Jun_19_1101",910,13,"BOUNCE","studsa","dunka","kasta","dunka","kasta","studsa",3,3,1
"verb_norming","2018_Jun_19_1101",910,14,"CLAP","klappa","knäppa","klämma","klämma","klappa","knäppa",2,2,1
"verb_norming","2018_Jun_19_1101",910,15,"STOMP","stampa","stiga","kliva","kliva","stampa","stiga",2,2,1
"verb_norming","2018_Jun_19_1101",910,16,"SNATCH","rycka till sig","knuffa ifrån sig","plocka åt sig","rycka till sig","plocka åt sig","knuffa ifrån sig",1,1,1
"verb_norming","2018_Jun_19_1101",910,17,"SCRATCH","repa","riva","klösa","repa","riva","klösa",1,2,0
"verb_norming","2018_Jun_19_1101",910,18,"STUMBLE","snubbla","glida","svaja","svaja","snubbla","glida",2,2,1
"verb_norming","2018_Jun_19_1101",910,19,"GLIDE","glida","hasa","snava","glida","hasa","snava",1,1,1
"verb_norming","2018_Jun_19_1101",910,20,"LIFT","lyfta","pressa","öka","öka","pressa","lyfta",3,3,1
"verb_norming","2018_Jun_19_1101",910,21,"PAT","klappa","slå","borsta","borsta","klappa","slå",2,2,1
"verb_norming","2018_Jun_19_1101",910,22,"SWITCH","slå på/av","knäppa","nypa","nypa","knäppa","slå på/av",3,3,1
"verb_norming","2018_Jun_19_1101",910,23,"FLEE","fly","lyfta","flyga","flyga","lyfta","fly",3,3,1
"verb_norming","2018_Jun_19_1101",910,24,"PULL","dra","slänga","släpa","slänga","dra","släpa",2,2,1
"verb_norming","2018_Jun_19_1101",910,25,"LEAP","hoppa","stega","kliva","stega","hoppa","kliva",2,2,1
"verb_norming","2018_Jun_19_1101",910,26,"SLITHER","hasa","glida","trilla","glida","trilla","hasa",3,3,1
"verb_norming","2018_Jun_19_1101",910,27,"WANDER","vandra","marschera","spatsera","marschera","spatsera","vandra",3,3,1
"verb_norming","2018_Jun_19_1101",910,28,"FOLD","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1
"verb_norming","2018_Jun_19_1101",910,29,"PINCH","nypa","plocka","pensla","nypa","plocka","pensla",1,1,1
"verb_norming","2018_Jun_19_1101",910,30,"KNEEL","knäböja","krypa","kräla","kräla","krypa","knäböja",3,3,1
"verb_norming","2018_Jun_19_1101",910,31,"POLISH","polera","sopa","tvätta","sopa","tvätta","polera",3,3,1
"verb_norming","2018_Jun_19_1101",910,32,"WADE","vada","pulsa","plöja","pulsa","vada","plöja",2,2,1
"verb_norming","2018_Jun_19_1101",910,33,"TROT","trava","promenera","flanera","trava","promenera","flanera",1,1,1
"verb_norming","2018_Jun_19_1101",910,34,"PACE","gå fram och tillbaka","luffa runt","rusa fram","luffa runt","rusa fram","gå fram och tillbaka",3,3,1
"verb_norming","2018_Jun_19_1101",910,35,"TUG","rycka","pressa","slå","rycka","pressa","slå",1,1,1
"verb_norming","2018_Jun_19_1101",910,36,"PLOD","lunka","pulsa","vingla","lunka","vingla","pulsa",1,3,0
"verb_norming","2018_Jun_19_1101",910,37,"GRIP","gripa om","hålla om","kasta om","kasta om","gripa om","hålla om",2,2,1
"verb_norming","2018_Jun_19_1101",910,38,"TIPTOE","gå på tå","snava","sparka","snava","gå på tå","sparka",2,2,1
"verb_norming","2018_Jun_19_1101",910,39,"MARCH","marschera","trava","traska","marschera","trava","traska",1,1,1
"verb_norming","2018_Jun_19_1101",910,40,"PUNCH","slå","knuffa","kasta","slå","knuffa","kasta",1,1,1
"verb_norming","2018_Jun_19_1101",910,41,"CREEP","krypa","knäböja","klättra","krypa","klättra","knäböja",1,1,1
"verb_norming","2018_Jun_19_1101",910,42,"WIPE","torka","putsa","gnugga","putsa","gnugga","torka",3,2,0
"verb_norming","2018_Jun_19_1101",910,43,"RUN","springa","rusa","jogga","jogga","rusa","springa",3,3,1
"verb_norming","2018_Jun_19_1101",910,44,"SKATE","åka skridskor","åka skidor","åka kälke","åka skridskor","åka kälke","åka skidor",1,1,1
"verb_norming","2018_Jun_19_1101",910,45,"BRUSH","borsta","skrubba","putsa","putsa","borsta","skrubba",2,2,1
"verb_norming","2018_Jun_19_1101",910,46,"PEEL","skala","rensa","plocka","skala","rensa","plocka",1,1,1
"verb_norming","2018_Jun_19_1101",910,47,"KNOCK","knacka","krocka","klicka","knacka","klicka","krocka",1,1,1
"verb_norming","2018_Jun_19_1101",910,48,"TREAD","trampa","stampa","klampa","trampa","stampa","klampa",1,1,1
"verb_norming","2018_Jun_19_1101",910,49,"SPRINT","spurta","springa","löpa","löpa","springa","spurta",3,3,1
"verb_norming","2018_Jun_19_1101",910,50,"BRAID","fläta","knyta","binda","knyta","fläta","binda",2,2,1
"verb_norming","2018_Jun_19_1101",910,51,"GRAB","gripa tag i","fästa ihop","smälla till","gripa tag i","fästa ihop","smälla till",1,1,1
"verb_norming","2018_Jun_19_1101",910,52,"SLAP","smälla till","knäppa fast","klämma åt","knäppa fast","smälla till","klämma åt",2,2,1
"verb_norming","2018_Jun_19_1101",910,53,"DANCE","dansa","snurra","svänga","dansa","svänga","snurra",1,1,1
"verb_norming","2018_Jun_19_1101",910,54,"CLAW","klösa","nypa","rispa","rispa","klösa","nypa",2,2,1
"verb_norming","2018_Jun_19_1101",910,55,"TRUDGE","släpa sig fram","kasta sig fram","ta sig fram","släpa sig fram","ta sig fram","kasta sig fram",1,1,1
"verb_norming","2018_Jun_19_1101",910,56,"THROW","kasta","greppa","träffa","träffa","kasta","greppa",2,2,1
"verb_norming","2018_Jun_19_1101",910,57,"STAB","sticka","hacka","skära","skära","hacka","sticka",3,3,1
"verb_norming","2018_Jun_19_1101",910,58,"STRUT","svassa","lunka","strosa","lunka","strosa","svassa",3,3,1
"verb_norming","2018_Jun_19_1101",910,59,"FLIT","rusa","hasa","svassa","rusa","hasa","svassa",1,2,0
"verb_norming","2018_Jun_19_1101",910,60,"HIKE","vandra","flanera","lunka","lunka","vandra","flanera",2,2,1
"verb_norming","2018_Jun_19_1101",910,61,"CHOP","hacka","tälja","riva","tälja","hacka","riva",2,2,1
"verb_norming","2018_Jun_19_1101",910,62,"POKE","peta","trycka","knuffa","trycka","peta","knuffa",2,2,1
"verb_norming","2018_Jun_19_1101",910,63,"WALK","gå","promenera","marschera","marschera","gå","promenera",2,3,0
"verb_norming","2018_Jun_19_1101",910,64,"SNEAK","smyga","hasa","glida","hasa","glida","smyga",3,3,1
"verb_norming","2018_Jun_19_1101",910,65,"SHAKE","skaka","röra","vispa","skaka","röra","vispa",1,1,1
