"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct"
"verb_norming","2018_Jun_11_1400",902,0,"GRAB","gripa tag i","fästa ihop","smälla till","fästa ihop","smälla till","gripa tag i",3,3,1
"verb_norming","2018_Jun_11_1400",902,1,"CARVE","tälja","hacka","riva","tälja","riva","hacka",1,1,1
"verb_norming","2018_Jun_11_1400",902,2,"TUG","rycka","pressa","slå","slå","pressa","rycka",3,3,1
"verb_norming","2018_Jun_11_1400",902,3,"HOP","skutta","kliva","studsa","skutta","studsa","kliva",1,1,1
"verb_norming","2018_Jun_11_1400",902,4,"FOLD","vika ihop","knyta ihop","bunta ihop","knyta ihop","bunta ihop","vika ihop",3,3,1
"verb_norming","2018_Jun_11_1400",902,5,"BIND","binda","linda","vinda","vinda","linda","binda",3,3,1
"verb_norming","2018_Jun_11_1400",902,6,"STAMP","stampa","kliva","skutta","stampa","skutta","kliva",1,1,1
"verb_norming","2018_Jun_11_1400",902,7,"WHIP","piska","klappa","slå","klappa","piska","slå",2,2,1
"verb_norming","2018_Jun_11_1400",902,8,"JUMP","hoppa","kliva","lyfta","kliva","lyfta","hoppa",3,3,1
"verb_norming","2018_Jun_11_1400",902,9,"STUMBLE","snubbla","glida","svaja","snubbla","glida","svaja",1,1,1
"verb_norming","2018_Jun_11_1400",902,10,"TROT","trava","promenera","flanera","trava","promenera","flanera",1,2,0
"verb_norming","2018_Jun_11_1400",902,11,"SPRINT","spurta","springa","löpa","löpa","spurta","springa",2,2,1
"verb_norming","2018_Jun_11_1400",902,12,"DUNK","dunka","dumpa","dunsa","dunsa","dunka","dumpa",2,2,1
"verb_norming","2018_Jun_11_1400",902,13,"TRUDGE","släpa sig fram","kasta sig fram","ta sig fram","släpa sig fram","kasta sig fram","ta sig fram",1,3,0
"verb_norming","2018_Jun_11_1400",902,14,"PLOD","lunka","pulsa","vingla","pulsa","vingla","lunka",3,1,0
"verb_norming","2018_Jun_11_1400",902,15,"SLIP","halka","snava","ramla","ramla","halka","snava",2,1,0
