a	43256305
e	39123729
r	36407578
t	36364196
n	34213182
i	23526641
d	21695866
s	21351900
l	20494280
g	16184362
o	15683639
m	14854264
k	12813767
h	11275189
ä	10974552
v	10953039
u	8890587
å	7880677
f	7750359
j	7016769
p	6751956
ö	5978866
b	5739949
c	4613170
y	2407544
