"expName","date","participant","trial","verb","target","distrOne","distrTwo","w1","w2","w3","corr_answer","answer","correct","type"
"verb_norming","2018_Jun_12_1246",903,89,"inch","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","hasa sig bakåt","dra sig snabbt tillbaka","röra sig långsamt framåt",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,90,"tug","rycka","pressa","slå","pressa","slå","rycka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,91,"tiptoe","gå på tå","snava","sparka","gå på tå","snava","sparka",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,92,"step","gå","klampa","traska","gå","traska","klampa",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,93,"scoop","skyffla","dika","skrapa","dika","skyffla","skrapa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,94,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","plocka åt sig","rycka till sig","knuffa ifrån sig",2,1,0,"arm"
"verb_norming","2018_Jun_12_1246",903,95,"lift","lyfta","pressa","öka","pressa","lyfta","öka",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,96,"pull","dra","slänga","släpa","slänga","släpa","dra",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,97,"grip","gripa om","hålla om","kasta om","hålla om","kasta om","gripa om",3,1,0,"arm"
"verb_norming","2018_Jun_12_1246",903,98,"leap","hoppa","stega","kliva","hoppa","stega","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,99,"traipse","traska","stappla","vandra","vandra","stappla","traska",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,100,"pinch","nypa","plocka","pensla","plocka","pensla","nypa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,101,"dance","dansa","snurra","svänga","dansa","snurra","svänga",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,102,"delve","gräva","plöja","rensa","plöja","gräva","rensa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1246",903,103,"glide","glida","hasa","snava","hasa","glida","snava",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,104,"jump","hoppa","kliva","lyfta","kliva","lyfta","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,105,"catch","fånga","krama","omfamna","krama","omfamna","fånga",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,106,"stride","kliva","tassa","lunka","kliva","lunka","tassa",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,107,"limp","halta","hasa","halka","hasa","halka","halta",3,3,1,"leg"
"verb_norming","2018_Jun_12_1246",903,108,"sprint","spurta","springa","löpa","springa","spurta","löpa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1246",903,109,"trip","snubbla","stampa","stappla","snubbla","stampa","stappla",1,1,1,"leg"
"verb_norming","2018_Jun_12_1246",903,110,"seize","fånga","klämma","fästa","fästa","klämma","fånga",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,111,"file","fila","putsa","riva","putsa","riva","fila",3,3,1,"arm"
"verb_norming","2018_Jun_12_1246",903,112,"skim","skumma","vispa","sleva","sleva","skumma","vispa",2,3,0,"arm"
"verb_norming","2018_Jun_12_1416",904,1,"pace","gå fram och tillbaka","luffa runt","rusa fram","rusa fram","luffa runt","gå fram och tillbaka",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,2,"sneak","smyga","hasa","glida","smyga","glida","hasa",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,3,"skate","åka skridskor","åka skidor","åka kälke","åka kälke","åka skidor","åka skridskor",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,4,"kneel","knäböja","krypa","kräla","kräla","knäböja","krypa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,5,"delve","gräva","plöja","rensa","rensa","plöja","gräva",3,2,0,"arm"
"verb_norming","2018_Jun_12_1416",904,6,"brush","borsta","skrubba","putsa","skrubba","putsa","borsta",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,7,"carve","tälja","hacka","riva","hacka","riva","tälja",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,8,"stagger","ragla","lunka","halka","lunka","ragla","halka",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,9,"pinch","nypa","plocka","pensla","nypa","pensla","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,10,"wobble","vingla","ramla","glida","glida","ramla","vingla",3,2,0,"leg"
"verb_norming","2018_Jun_12_1416",904,11,"stamp","stampa","kliva","skutta","kliva","skutta","stampa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,12,"hike","vandra","flanera","lunka","flanera","lunka","vandra",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,13,"knock","knacka","krocka","klicka","krocka","klicka","knacka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,14,"flit","rusa","hasa","svassa","rusa","svassa","hasa",1,3,0,"leg"
"verb_norming","2018_Jun_12_1416",904,15,"step","gå","klampa","traska","traska","gå","klampa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,16,"jog","jogga","spurta","rusa","spurta","jogga","rusa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,17,"kick","sparka","knäa","tåa","tåa","knäa","sparka",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,18,"wander","vandra","marschera","spatsera","marschera","vandra","spatsera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,19,"flee","fly","lyfta","flyga","fly","flyga","lyfta",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,20,"limp","halta","hasa","halka","hasa","halka","halta",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,21,"dance","dansa","snurra","svänga","svänga","dansa","snurra",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,22,"roam","ströva omkring","ta sig fram","luffa runt","luffa runt","ströva omkring","ta sig fram",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,23,"catch","fånga","krama","omfamna","fånga","krama","omfamna",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,24,"skip","hoppa","kliva","strutta","kliva","strutta","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,25,"walk","gå","promenera","marschera","marschera","promenera","gå",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,26,"throw","kasta","greppa","träffa","träffa","kasta","greppa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,27,"dunk","dunka","dumpa","dunsa","dunsa","dunka","dumpa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,28,"clap","klappa","knäppa","klämma","knäppa","klappa","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,29,"bounce","studsa","dunka","kasta","dunka","studsa","kasta",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,30,"switch","slå på/av","knäppa","nypa","knäppa","nypa","slå på/av",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,31,"inch","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt",1,3,0,"leg"
"verb_norming","2018_Jun_12_1416",904,32,"scrub","skrubba","sopa","skrapa","skrapa","skrubba","sopa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,33,"scratch","repa","riva","klösa","riva","klösa","repa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,34,"pat","klappa","slå","borsta","borsta","klappa","slå",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,35,"stab","sticka","hacka","skära","hacka","sticka","skära",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,36,"tug","rycka","pressa","slå","pressa","slå","rycka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,37,"rush","rusa","springa","löpa","löpa","springa","rusa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,38,"wash","tvätta","skura","sopa","skura","sopa","tvätta",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,39,"click","klicka","klappa","klämma","klämma","klicka","klappa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,40,"strut","svassa","lunka","strosa","strosa","lunka","svassa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,41,"lift","lyfta","pressa","öka","lyfta","pressa","öka",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,42,"scoop","skyffla","dika","skrapa","dika","skyffla","skrapa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,43,"pluck","plocka","rensa","picka","rensa","picka","plocka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,44,"bash","slå","knuffa","trycka","knuffa","slå","trycka",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,45,"stomp","stampa","stiga","kliva","stiga","kliva","stampa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,46,"wrap","slå in","slå ihop","slå till","slå till","slå ihop","slå in",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,47,"stir","röra","sleva","vispa","röra","vispa","sleva",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,48,"push","knuffa","kasta","klämma","klämma","kasta","knuffa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,49,"leap","hoppa","stega","kliva","stega","kliva","hoppa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,50,"claw","klösa","nypa","rispa","rispa","nypa","klösa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,51,"twine","tvinna","binda","knyta","binda","knyta","tvinna",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,52,"poke","peta","trycka","knuffa","peta","knuffa","trycka",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,53,"creep","krypa","knäböja","klättra","klättra","knäböja","krypa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,54,"punch","slå","knuffa","kasta","slå","knuffa","kasta",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,55,"slap","smälla till","knäppa fast","klämma åt","knäppa fast","smälla till","klämma åt",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,56,"plod","lunka","pulsa","vingla","pulsa","vingla","lunka",3,1,0,"leg"
"verb_norming","2018_Jun_12_1416",904,57,"whip","piska","klappa","slå","piska","slå","klappa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,58,"fold","vika ihop","knyta ihop","bunta ihop","vika ihop","bunta ihop","knyta ihop",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,59,"seize","fånga","klämma","fästa","fästa","fånga","klämma",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,60,"shake","skaka","röra","vispa","skaka","röra","vispa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,61,"march","marschera","trava","traska","trava","marschera","traska",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,62,"slide","glida","ramla","hasa","hasa","glida","ramla",2,1,0,"leg"
"verb_norming","2018_Jun_12_1416",904,63,"tread","trampa","stampa","klampa","stampa","klampa","trampa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,64,"sprint","spurta","springa","löpa","löpa","spurta","springa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,65,"grasp","gripa","klämma","omfamna","omfamna","klämma","gripa",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,66,"clean","rengöra","rensa","plocka","rensa","plocka","rengöra",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,67,"sway","vingla","tassa","ramla","ramla","vingla","tassa",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,68,"bind","binda","linda","vinda","binda","linda","vinda",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,69,"cut","skära","sticka","spetsa","spetsa","sticka","skära",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,70,"stroll","strosa","trava","marschera","trava","strosa","marschera",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,71,"stray","ströva","vandra","promenera","ströva","promenera","vandra",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,72,"wade","vada","pulsa","plöja","pulsa","vada","plöja",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,73,"trudge","släpa sig fram","kasta sig fram","ta sig fram","ta sig fram","kasta sig fram","släpa sig fram",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,74,"jump","hoppa","kliva","lyfta","kliva","hoppa","lyfta",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,75,"stride","kliva","tassa","lunka","kliva","tassa","lunka",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,76,"scrape","skrapa","rispa","klösa","skrapa","rispa","klösa",1,2,0,"arm"
"verb_norming","2018_Jun_12_1416",904,77,"nip","nypa","peta","nudda","nudda","nypa","peta",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,78,"grab","gripa tag i","fästa ihop","smälla till","gripa tag i","smälla till","fästa ihop",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,79,"pull","dra","slänga","släpa","släpa","slänga","dra",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,80,"chop","hacka","tälja","riva","riva","tälja","hacka",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,81,"rub","gnugga","riva","klappa","gnugga","riva","klappa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,82,"climb","klättra","kliva","krypa","klättra","krypa","kliva",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,83,"crawl","kravla","huka","klättra","klättra","huka","kravla",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,84,"stumble","snubbla","glida","svaja","snubbla","glida","svaja",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,85,"glide","glida","hasa","snava","hasa","snava","glida",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,86,"mount","gå uppför","ströva runt","kliva över","gå uppför","ströva runt","kliva över",1,3,0,"leg"
"verb_norming","2018_Jun_12_1416",904,87,"slither","hasa","glida","trilla","trilla","glida","hasa",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,88,"slip","halka","snava","ramla","snava","halka","ramla",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,89,"traipse","traska","stappla","vandra","vandra","traska","stappla",2,3,0,"leg"
"verb_norming","2018_Jun_12_1416",904,90,"roll","vingla","snubbla","svassa","vingla","svassa","snubbla",1,2,0,"leg"
"verb_norming","2018_Jun_12_1416",904,91,"clutch","gripa tag i","sätta ihop","dra ut","dra ut","sätta ihop","gripa tag i",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,92,"file","fila","putsa","riva","putsa","fila","riva",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,93,"dig","gräva","dränera","dika","gräva","dränera","dika",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,94,"hop","skutta","kliva","studsa","kliva","studsa","skutta",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,95,"toss","slänga","fånga","gripa","fånga","slänga","gripa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,96,"run","springa","rusa","jogga","springa","rusa","jogga",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,97,"peel","skala","rensa","plocka","skala","rensa","plocka",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,98,"trip","snubbla","stampa","stappla","stampa","snubbla","stappla",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,99,"ramble","ströva","strutta","spurta","strutta","spurta","ströva",3,1,0,"leg"
"verb_norming","2018_Jun_12_1416",904,100,"hack","hacka","skära","kåpa","skära","hacka","kåpa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,101,"squeeze","klämma","knuffa","knäppa","klämma","knuffa","knäppa",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,102,"skim","skumma","vispa","sleva","vispa","skumma","sleva",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,103,"grate","riva","hugga","rispa","hugga","riva","rispa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,104,"prance","kråma sig","promenera","traska","promenera","kråma sig","traska",2,2,1,"leg"
"verb_norming","2018_Jun_12_1416",904,105,"tiptoe","gå på tå","snava","sparka","snava","sparka","gå på tå",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,106,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","plocka åt sig","knuffa ifrån sig","rycka till sig",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,107,"wipe","torka","putsa","gnugga","torka","putsa","gnugga",1,1,1,"arm"
"verb_norming","2018_Jun_12_1416",904,108,"polish","polera","sopa","tvätta","tvätta","polera","sopa",2,2,1,"arm"
"verb_norming","2018_Jun_12_1416",904,109,"trot","trava","promenera","flanera","flanera","promenera","trava",3,3,1,"leg"
"verb_norming","2018_Jun_12_1416",904,110,"scuff","hasa sig fram","dra sig fram","kasta sig fram","hasa sig fram","dra sig fram","kasta sig fram",1,1,1,"leg"
"verb_norming","2018_Jun_12_1416",904,111,"braid","fläta","knyta","binda","binda","knyta","fläta",3,3,1,"arm"
"verb_norming","2018_Jun_12_1416",904,112,"grip","gripa om","hålla om","kasta om","hålla om","gripa om","kasta om",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,1,"push","knuffa","kasta","klämma","kasta","klämma","knuffa",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,2,"ramble","ströva","strutta","spurta","strutta","ströva","spurta",2,1,0,"leg"
"verb_norming","2018_Jun_18_1531",909,3,"kneel","knäböja","krypa","kräla","kräla","knäböja","krypa",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,4,"fold","vika ihop","knyta ihop","bunta ihop","bunta ihop","knyta ihop","vika ihop",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,5,"tread","trampa","stampa","klampa","trampa","klampa","stampa",1,2,0,"leg"
"verb_norming","2018_Jun_18_1531",909,6,"stomp","stampa","stiga","kliva","kliva","stampa","stiga",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,7,"stab","sticka","hacka","skära","sticka","skära","hacka",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,8,"wander","vandra","marschera","spatsera","vandra","marschera","spatsera",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,9,"crawl","kravla","huka","klättra","klättra","kravla","huka",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,10,"seize","fånga","klämma","fästa","fånga","fästa","klämma",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,11,"wipe","torka","putsa","gnugga","putsa","torka","gnugga",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,12,"limp","halta","hasa","halka","hasa","halka","halta",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,13,"wrap","slå in","slå ihop","slå till","slå ihop","slå till","slå in",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,14,"pull","dra","slänga","släpa","släpa","slänga","dra",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,15,"hop","skutta","kliva","studsa","kliva","skutta","studsa",2,3,0,"leg"
"verb_norming","2018_Jun_18_1531",909,16,"pace","gå fram och tillbaka","luffa runt","rusa fram","gå fram och tillbaka","luffa runt","rusa fram",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,17,"rub","gnugga","riva","klappa","riva","klappa","gnugga",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,18,"nip","nypa","peta","nudda","nypa","peta","nudda",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,19,"kick","sparka","knäa","tåa","tåa","knäa","sparka",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,20,"step","gå","klampa","traska","traska","klampa","gå",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,21,"bind","binda","linda","vinda","linda","binda","vinda",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,22,"throw","kasta","greppa","träffa","greppa","träffa","kasta",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,23,"switch","slå på/av","knäppa","nypa","nypa","knäppa","slå på/av",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,24,"pat","klappa","slå","borsta","klappa","borsta","slå",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,25,"poke","peta","trycka","knuffa","knuffa","trycka","peta",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,26,"jump","hoppa","kliva","lyfta","lyfta","hoppa","kliva",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,27,"traipse","traska","stappla","vandra","traska","stappla","vandra",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,28,"grate","riva","hugga","rispa","hugga","riva","rispa",2,3,0,"arm"
"verb_norming","2018_Jun_18_1531",909,29,"brush","borsta","skrubba","putsa","skrubba","putsa","borsta",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,30,"wash","tvätta","skura","sopa","skura","sopa","tvätta",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,31,"dunk","dunka","dumpa","dunsa","dumpa","dunka","dunsa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,32,"delve","gräva","plöja","rensa","rensa","gräva","plöja",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,33,"scoop","skyffla","dika","skrapa","skyffla","skrapa","dika",1,2,0,"arm"
"verb_norming","2018_Jun_18_1531",909,34,"dig","gräva","dränera","dika","dränera","gräva","dika",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,35,"creep","krypa","knäböja","klättra","knäböja","klättra","krypa",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,36,"peel","skala","rensa","plocka","rensa","skala","plocka",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,37,"stride","kliva","tassa","lunka","kliva","tassa","lunka",1,3,0,"leg"
"verb_norming","2018_Jun_18_1531",909,38,"catch","fånga","krama","omfamna","fånga","omfamna","krama",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,39,"clap","klappa","knäppa","klämma","klämma","klappa","knäppa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,40,"skate","åka skridskor","åka skidor","åka kälke","åka skidor","åka kälke","åka skridskor",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,41,"inch","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt","dra sig snabbt tillbaka","hasa sig bakåt","röra sig långsamt framåt",3,2,0,"leg"
"verb_norming","2018_Jun_18_1531",909,42,"shake","skaka","röra","vispa","vispa","skaka","röra",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,43,"slide","glida","ramla","hasa","ramla","glida","hasa",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,44,"stamp","stampa","kliva","skutta","kliva","skutta","stampa",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,45,"sway","vingla","tassa","ramla","ramla","tassa","vingla",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,46,"bounce","studsa","dunka","kasta","studsa","kasta","dunka",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,47,"scrape","skrapa","rispa","klösa","rispa","skrapa","klösa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,48,"plod","lunka","pulsa","vingla","pulsa","lunka","vingla",2,1,0,"leg"
"verb_norming","2018_Jun_18_1531",909,49,"braid","fläta","knyta","binda","knyta","fläta","binda",2,3,0,"arm"
"verb_norming","2018_Jun_18_1531",909,50,"leap","hoppa","stega","kliva","kliva","stega","hoppa",3,1,0,"leg"
"verb_norming","2018_Jun_18_1531",909,51,"hike","vandra","flanera","lunka","vandra","flanera","lunka",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,52,"scratch","repa","riva","klösa","repa","klösa","riva",1,2,0,"arm"
"verb_norming","2018_Jun_18_1531",909,53,"strut","svassa","lunka","strosa","lunka","strosa","svassa",3,1,0,"leg"
"verb_norming","2018_Jun_18_1531",909,54,"glide","glida","hasa","snava","snava","hasa","glida",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,55,"hack","hacka","skära","kåpa","kåpa","hacka","skära",2,1,0,"arm"
"verb_norming","2018_Jun_18_1531",909,56,"jog","jogga","spurta","rusa","jogga","rusa","spurta",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,57,"squeeze","klämma","knuffa","knäppa","klämma","knäppa","knuffa",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,58,"claw","klösa","nypa","rispa","nypa","klösa","rispa",2,1,0,"arm"
"verb_norming","2018_Jun_18_1531",909,59,"stagger","ragla","lunka","halka","ragla","lunka","halka",1,3,0,"leg"
"verb_norming","2018_Jun_18_1531",909,60,"twine","tvinna","binda","knyta","tvinna","knyta","binda",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,61,"scuff","hasa sig fram","dra sig fram","kasta sig fram","dra sig fram","kasta sig fram","hasa sig fram",3,2,0,"leg"
"verb_norming","2018_Jun_18_1531",909,62,"clutch","gripa tag i","sätta ihop","dra ut","dra ut","gripa tag i","sätta ihop",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,63,"grab","gripa tag i","fästa ihop","smälla till","gripa tag i","smälla till","fästa ihop",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,64,"tiptoe","gå på tå","snava","sparka","sparka","snava","gå på tå",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,65,"snatch","rycka till sig","knuffa ifrån sig","plocka åt sig","plocka åt sig","rycka till sig","knuffa ifrån sig",2,1,0,"arm"
"verb_norming","2018_Jun_18_1531",909,66,"walk","gå","promenera","marschera","marschera","gå","promenera",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,67,"carve","tälja","hacka","riva","riva","hacka","tälja",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,68,"bash","slå","knuffa","trycka","trycka","slå","knuffa",2,2,1,"arm"
"verb_norming","2018_Jun_18_1531",909,69,"roll","vingla","snubbla","svassa","vingla","svassa","snubbla",1,3,0,"leg"
"verb_norming","2018_Jun_18_1531",909,70,"sneak","smyga","hasa","glida","hasa","glida","smyga",3,3,1,"leg"
"verb_norming","2018_Jun_18_1531",909,71,"skim","skumma","vispa","sleva","sleva","vispa","skumma",3,3,1,"arm"
"verb_norming","2018_Jun_18_1531",909,72,"wade","vada","pulsa","plöja","vada","pulsa","plöja",1,2,0,"leg"
"verb_norming","2018_Jun_18_1531",909,73,"roam","ströva omkring","ta sig fram","luffa runt","ströva omkring","ta sig fram","luffa runt",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,74,"scrub","skrubba","sopa","skrapa","skrubba","skrapa","sopa",1,1,1,"arm"
"verb_norming","2018_Jun_18_1531",909,75,"slither","hasa","glida","trilla","trilla","hasa","glida",2,1,0,"leg"
"verb_norming","2018_Jun_18_1531",909,76,"march","marschera","trava","traska","traska","marschera","trava",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,77,"trot","trava","promenera","flanera","promenera","trava","flanera",2,2,1,"leg"
"verb_norming","2018_Jun_18_1531",909,78,"stray","ströva","vandra","promenera","ströva","vandra","promenera",1,2,0,"leg"
"verb_norming","2018_Jun_18_1531",909,79,"flee","fly","lyfta","flyga","fly","flyga","lyfta",1,1,1,"leg"
"verb_norming","2018_Jun_18_1531",909,80,"stir","röra","sleva","vispa","vispa","röra","sleva",2,1,0,"arm"
